Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
2770.0,226.0,22.0,277.0,71.0,3669.0,185.0,254.0,199.0,1829.0,2
2804.0,172.0,27.0,124.0,23.0,4142.0,226.0,241.0,129.0,5308.0,2
2843.0,131.0,14.0,210.0,47.0,780.0,242.0,232.0,117.0,677.0,2
2967.0,103.0,5.0,95.0,14.0,1080.0,229.0,233.0,138.0,134.0,2
2770.0,101.0,11.0,300.0,14.0,808.0,239.0,225.0,115.0,543.0,2
2949.0,146.0,22.0,258.0,99.0,6078.0,244.0,231.0,105.0,4194.0,2
3142.0,70.0,9.0,108.0,10.0,408.0,230.0,223.0,125.0,5359.0,1
3117.0,50.0,4.0,30.0,1.0,5370.0,221.0,231.0,146.0,3048.0,2
3227.0,290.0,14.0,201.0,48.0,4546.0,180.0,237.0,197.0,3288.0,1
3198.0,25.0,19.0,671.0,157.0,2084.0,207.0,196.0,120.0,2356.0,1
3249.0,188.0,14.0,361.0,44.0,3102.0,221.0,250.0,159.0,955.0,2
3126.0,58.0,7.0,162.0,0.0,1342.0,226.0,225.0,133.0,2139.0,1
3230.0,337.0,5.0,361.0,46.0,283.0,208.0,232.0,163.0,1200.0,1
3042.0,142.0,29.0,532.0,161.0,858.0,247.0,218.0,77.0,2541.0,1
3041.0,144.0,14.0,430.0,13.0,339.0,239.0,237.0,124.0,1544.0,1
2933.0,306.0,14.0,295.0,60.0,1606.0,180.0,231.0,191.0,1215.0,1
2622.0,136.0,17.0,268.0,58.0,1159.0,244.0,231.0,109.0,573.0,2
3213.0,51.0,6.0,256.0,14.0,4916.0,223.0,227.0,139.0,2144.0,1
2847.0,31.0,28.0,277.0,102.0,1065.0,200.0,168.0,90.0,1150.0,1
3082.0,239.0,11.0,382.0,55.0,1689.0,200.0,249.0,186.0,649.0,2
2784.0,85.0,34.0,120.0,0.0,182.0,245.0,161.0,16.0,1440.0,5
2671.0,50.0,7.0,162.0,5.0,1495.0,224.0,224.0,135.0,999.0,2
2998.0,264.0,16.0,268.0,21.0,5904.0,179.0,246.0,205.0,1872.0,2
3095.0,90.0,0.0,366.0,20.0,2683.0,219.0,237.0,155.0,1790.0,2
2991.0,62.0,4.0,90.0,10.0,1620.0,223.0,232.0,145.0,1440.0,2
2347.0,117.0,4.0,30.0,2.0,1342.0,227.0,236.0,143.0,525.0,3
3247.0,194.0,18.0,480.0,112.0,510.0,215.0,252.0,165.0,2568.0,2
3361.0,320.0,12.0,150.0,20.0,3373.0,189.0,228.0,180.0,2258.0,1
3063.0,104.0,12.0,1221.0,265.0,3243.0,240.0,225.0,114.0,1149.0,2
3095.0,182.0,19.0,571.0,58.0,2352.0,222.0,249.0,151.0,1180.0,2
3217.0,71.0,10.0,379.0,22.0,1487.0,231.0,221.0,121.0,1209.0,1
2233.0,63.0,31.0,85.0,-7.0,930.0,230.0,161.0,41.0,983.0,6
3111.0,354.0,9.0,42.0,6.0,2190.0,205.0,224.0,157.0,972.0,1
3145.0,334.0,12.0,492.0,108.0,2045.0,193.0,224.0,170.0,900.0,2
3041.0,212.0,15.0,30.0,0.0,607.0,206.0,253.0,179.0,553.0,2
2975.0,1.0,10.0,573.0,7.0,4536.0,206.0,222.0,153.0,3193.0,1
3428.0,316.0,21.0,85.0,0.0,1538.0,159.0,217.0,196.0,1864.0,7
2154.0,359.0,18.0,30.0,0.0,210.0,191.0,204.0,149.0,591.0,2
2633.0,38.0,6.0,120.0,-9.0,1032.0,220.0,227.0,143.0,5900.0,2
2690.0,3.0,9.0,0.0,0.0,2491.0,209.0,224.0,153.0,4734.0,2
2533.0,50.0,8.0,268.0,17.0,1207.0,224.0,222.0,132.0,4176.0,2
2955.0,202.0,9.0,228.0,36.0,5398.0,216.0,248.0,167.0,3108.0,1
3139.0,38.0,11.0,255.0,26.0,3951.0,220.0,216.0,129.0,3201.0,1
2123.0,105.0,19.0,242.0,90.0,339.0,249.0,212.0,83.0,342.0,3
2926.0,270.0,16.0,295.0,20.0,5449.0,177.0,244.0,205.0,5026.0,2
2139.0,334.0,30.0,67.0,38.0,1261.0,139.0,187.0,179.0,972.0,3
2919.0,357.0,15.0,300.0,35.0,1761.0,196.0,212.0,153.0,2858.0,2
3346.0,74.0,34.0,85.0,31.0,2040.0,237.0,157.0,0.0,876.0,7
2579.0,244.0,28.0,30.0,10.0,1616.0,153.0,248.0,224.0,768.0,2
2823.0,143.0,9.0,67.0,4.0,2799.0,234.0,238.0,135.0,4119.0,2
2518.0,42.0,6.0,124.0,13.0,361.0,221.0,227.0,141.0,1517.0,6
3282.0,49.0,10.0,840.0,-8.0,1706.0,224.0,219.0,128.0,2761.0,2
3090.0,353.0,11.0,95.0,4.0,3115.0,201.0,221.0,158.0,3182.0,1
3134.0,249.0,18.0,510.0,58.0,3499.0,179.0,250.0,207.0,1332.0,1
2873.0,32.0,16.0,0.0,0.0,192.0,215.0,204.0,121.0,42.0,2
3093.0,347.0,17.0,180.0,59.0,959.0,185.0,210.0,162.0,1473.0,2
2861.0,316.0,15.0,42.0,7.0,3447.0,181.0,227.0,186.0,2697.0,1
3291.0,300.0,16.0,871.0,181.0,1296.0,173.0,232.0,198.0,2839.0,1
3214.0,286.0,9.0,134.0,35.0,4403.0,195.0,240.0,184.0,3101.0,1
2335.0,61.0,17.0,153.0,28.0,1065.0,231.0,202.0,98.0,1026.0,3
3186.0,338.0,16.0,192.0,38.0,811.0,183.0,215.0,170.0,1943.0,2
2728.0,109.0,28.0,90.0,31.0,1167.0,254.0,196.0,50.0,1237.0,2
2118.0,317.0,30.0,85.0,42.0,1410.0,128.0,199.0,203.0,713.0,3
2148.0,129.0,26.0,120.0,57.0,780.0,252.0,215.0,74.0,127.0,4
2948.0,79.0,11.0,309.0,17.0,2045.0,234.0,220.0,117.0,942.0,1
2898.0,27.0,6.0,150.0,7.0,1865.0,217.0,226.0,145.0,1509.0,5
2794.0,60.0,10.0,30.0,11.0,1940.0,228.0,218.0,122.0,1855.0,1
3117.0,74.0,17.0,95.0,-5.0,4964.0,238.0,205.0,92.0,1243.0,1
2753.0,347.0,21.0,390.0,59.0,1110.0,175.0,200.0,161.0,1129.0,2
3032.0,38.0,8.0,60.0,8.0,3573.0,220.0,222.0,137.0,1894.0,2
3240.0,238.0,19.0,824.0,-29.0,3983.0,182.0,253.0,204.0,1146.0,2
2661.0,45.0,9.0,644.0,-5.0,738.0,223.0,220.0,131.0,1500.0,2
2517.0,309.0,29.0,108.0,51.0,732.0,128.0,206.0,212.0,569.0,6
3055.0,44.0,17.0,153.0,44.0,1115.0,222.0,201.0,109.0,1064.0,1
2619.0,238.0,14.0,162.0,50.0,1342.0,193.0,251.0,194.0,1398.0,3
2335.0,332.0,23.0,391.0,210.0,1020.0,159.0,204.0,180.0,1307.0,3
3038.0,9.0,17.0,242.0,63.0,1298.0,198.0,203.0,139.0,511.0,1
2738.0,10.0,18.0,85.0,29.0,2185.0,198.0,201.0,137.0,365.0,2
2798.0,28.0,9.0,524.0,76.0,3390.0,217.0,220.0,139.0,2784.0,1
3351.0,50.0,15.0,474.0,95.0,5089.0,226.0,207.0,112.0,417.0,1
3210.0,254.0,13.0,30.0,-9.0,3636.0,190.0,248.0,196.0,1706.0,1
2692.0,22.0,41.0,384.0,226.0,799.0,160.0,120.0,65.0,1276.0,2
3157.0,137.0,31.0,350.0,0.0,1050.0,249.0,211.0,64.0,1100.0,7
2547.0,77.0,16.0,0.0,0.0,1448.0,238.0,210.0,98.0,1230.0,3
3270.0,317.0,17.0,218.0,42.0,4036.0,174.0,223.0,188.0,1266.0,1
2695.0,186.0,18.0,210.0,88.0,2002.0,220.0,250.0,157.0,2640.0,3
2897.0,131.0,20.0,725.0,122.0,2318.0,247.0,226.0,98.0,1642.0,2
3180.0,110.0,7.0,30.0,-5.0,1681.0,233.0,232.0,132.0,1637.0,1
2676.0,100.0,25.0,108.0,43.0,2388.0,251.0,198.0,60.0,2413.0,3
3228.0,20.0,5.0,323.0,37.0,3346.0,217.0,229.0,150.0,3675.0,1
2708.0,55.0,11.0,67.0,19.0,1604.0,227.0,215.0,120.0,1719.0,2
2593.0,166.0,6.0,30.0,-6.0,2145.0,225.0,242.0,151.0,1426.0,3
2282.0,114.0,24.0,192.0,88.0,918.0,253.0,208.0,68.0,1387.0,4
2590.0,82.0,30.0,85.0,31.0,1368.0,244.0,173.0,37.0,323.0,3
3185.0,107.0,15.0,319.0,83.0,700.0,244.0,221.0,103.0,677.0,1
3295.0,338.0,13.0,170.0,54.0,3027.0,190.0,220.0,169.0,2469.0,1
2925.0,69.0,10.0,150.0,5.0,4443.0,231.0,221.0,122.0,4440.0,1
2973.0,54.0,10.0,90.0,0.0,2568.0,226.0,218.0,125.0,283.0,1
3047.0,123.0,16.0,108.0,13.0,3840.0,245.0,226.0,104.0,2701.0,2
3234.0,142.0,6.0,270.0,31.0,4779.0,229.0,239.0,143.0,618.0,2
2900.0,97.0,19.0,85.0,14.0,5947.0,247.0,210.0,85.0,4699.0,2
3016.0,75.0,15.0,277.0,78.0,5292.0,237.0,212.0,103.0,571.0,2
2844.0,95.0,22.0,90.0,17.0,5437.0,249.0,203.0,72.0,4507.0,1
3106.0,340.0,12.0,774.0,337.0,1165.0,195.0,223.0,166.0,1277.0,1
2348.0,103.0,24.0,300.0,151.0,830.0,252.0,201.0,64.0,1507.0,4
3029.0,123.0,14.0,726.0,219.0,743.0,243.0,228.0,111.0,1276.0,2
2987.0,32.0,13.0,60.0,12.0,1159.0,216.0,210.0,127.0,700.0,1
3090.0,202.0,17.0,592.0,115.0,5949.0,210.0,253.0,172.0,1840.0,2
3259.0,172.0,37.0,182.0,100.0,1574.0,216.0,228.0,110.0,566.0,7
3093.0,172.0,13.0,120.0,10.0,845.0,228.0,246.0,147.0,1661.0,1
3141.0,234.0,10.0,659.0,104.0,1863.0,202.0,250.0,184.0,732.0,2
3225.0,348.0,11.0,759.0,35.0,1984.0,199.0,222.0,161.0,524.0,1
3125.0,334.0,24.0,30.0,12.0,3150.0,157.0,200.0,178.0,638.0,2
3110.0,270.0,7.0,247.0,36.0,1266.0,202.0,243.0,180.0,1403.0,1
2727.0,90.0,9.0,95.0,6.0,2452.0,235.0,225.0,121.0,4255.0,2
2868.0,59.0,11.0,300.0,31.0,450.0,228.0,216.0,119.0,1744.0,2
3208.0,21.0,15.0,573.0,79.0,2403.0,208.0,206.0,131.0,3378.0,1
2603.0,284.0,15.0,228.0,30.0,875.0,177.0,239.0,201.0,1818.0,2
3159.0,125.0,6.0,192.0,30.0,6639.0,230.0,236.0,139.0,2216.0,2
3247.0,268.0,17.0,558.0,112.0,390.0,174.0,244.0,208.0,2281.0,2
3089.0,61.0,21.0,240.0,6.0,811.0,232.0,192.0,83.0,1057.0,1
2330.0,317.0,21.0,153.0,42.0,240.0,159.0,216.0,195.0,895.0,2
2768.0,167.0,24.0,361.0,149.0,1741.0,231.0,240.0,126.0,1448.0,2
2732.0,135.0,4.0,182.0,16.0,1567.0,226.0,238.0,146.0,2197.0,2
2955.0,321.0,12.0,120.0,16.0,1533.0,189.0,228.0,179.0,3337.0,1
2837.0,142.0,8.0,0.0,0.0,3995.0,232.0,238.0,139.0,3332.0,1
3048.0,339.0,13.0,30.0,7.0,3093.0,191.0,221.0,168.0,474.0,1
2308.0,28.0,15.0,201.0,94.0,1560.0,213.0,207.0,126.0,780.0,6
3233.0,180.0,27.0,390.0,0.0,2069.0,219.0,245.0,141.0,1289.0,2
3207.0,17.0,10.0,810.0,83.0,2058.0,212.0,219.0,144.0,2345.0,1
3108.0,267.0,10.0,85.0,17.0,170.0,195.0,244.0,189.0,2232.0,1
2705.0,158.0,7.0,319.0,17.0,600.0,228.0,241.0,147.0,886.0,2
3245.0,284.0,19.0,295.0,66.0,4641.0,164.0,237.0,211.0,3278.0,1
2929.0,64.0,17.0,67.0,6.0,516.0,233.0,202.0,95.0,1616.0,2
2985.0,23.0,7.0,212.0,45.0,1292.0,216.0,225.0,145.0,595.0,1
2818.0,324.0,27.0,242.0,79.0,3602.0,143.0,201.0,192.0,1233.0,2
2686.0,121.0,6.0,90.0,-10.0,1583.0,230.0,235.0,139.0,1500.0,2
2261.0,50.0,34.0,67.0,44.0,1290.0,212.0,147.0,43.0,558.0,3
2979.0,108.0,10.0,175.0,26.0,2063.0,238.0,228.0,120.0,2856.0,2
3136.0,100.0,12.0,300.0,50.0,3453.0,239.0,224.0,113.0,4837.0,2
2782.0,318.0,20.0,350.0,121.0,1290.0,162.0,217.0,193.0,1218.0,2
3246.0,19.0,20.0,182.0,55.0,3621.0,201.0,193.0,123.0,3424.0,7
2350.0,30.0,27.0,228.0,83.0,330.0,201.0,172.0,94.0,1034.0,2
2978.0,69.0,16.0,134.0,16.0,3139.0,235.0,206.0,98.0,6613.0,1
3396.0,88.0,17.0,331.0,111.0,1929.0,243.0,211.0,92.0,1690.0,1
2393.0,318.0,16.0,283.0,110.0,1112.0,175.0,223.0,187.0,1099.0,6
2537.0,33.0,13.0,180.0,45.0,108.0,217.0,211.0,127.0,541.0,2
2691.0,34.0,11.0,162.0,41.0,1598.0,219.0,217.0,133.0,417.0,1
3285.0,200.0,19.0,510.0,62.0,2881.0,209.0,253.0,171.0,3214.0,2
2916.0,352.0,15.0,216.0,3.0,4573.0,193.0,213.0,158.0,1731.0,2
3158.0,133.0,10.0,240.0,43.0,228.0,236.0,236.0,130.0,2168.0,1
2688.0,94.0,4.0,361.0,51.0,953.0,225.0,234.0,144.0,2858.0,2
3412.0,296.0,29.0,242.0,61.0,3587.0,127.0,217.0,224.0,1277.0,1
3198.0,334.0,14.0,638.0,7.0,3157.0,187.0,221.0,172.0,3411.0,1
2608.0,170.0,17.0,342.0,64.0,2649.0,230.0,245.0,140.0,767.0,3
3008.0,20.0,17.0,376.0,149.0,1589.0,206.0,201.0,128.0,3055.0,1
3032.0,349.0,10.0,127.0,21.0,4635.0,202.0,224.0,160.0,612.0,1
3125.0,335.0,21.0,470.0,143.0,350.0,168.0,207.0,176.0,1262.0,1
2900.0,250.0,27.0,212.0,87.0,1518.0,150.0,247.0,226.0,541.0,2
3244.0,339.0,24.0,247.0,163.0,4117.0,162.0,199.0,171.0,997.0,2
2997.0,333.0,20.0,553.0,234.0,691.0,171.0,210.0,177.0,1392.0,2
2600.0,18.0,10.0,277.0,75.0,1154.0,212.0,219.0,143.0,1189.0,2
2936.0,57.0,11.0,592.0,10.0,4328.0,228.0,216.0,120.0,4464.0,2
2998.0,255.0,17.0,242.0,99.0,5455.0,179.0,248.0,207.0,850.0,2
2942.0,355.0,10.0,458.0,10.0,4217.0,204.0,222.0,157.0,4597.0,2
3216.0,233.0,16.0,306.0,36.0,4696.0,191.0,253.0,196.0,1073.0,1
2850.0,312.0,31.0,85.0,46.0,4945.0,123.0,201.0,210.0,4747.0,2
2952.0,272.0,12.0,150.0,56.0,5958.0,189.0,243.0,194.0,4998.0,2
2949.0,309.0,10.0,212.0,22.0,1928.0,193.0,234.0,181.0,1756.0,2
3426.0,47.0,12.0,741.0,147.0,2117.0,224.0,214.0,122.0,1597.0,1
2725.0,314.0,22.0,342.0,148.0,1124.0,155.0,216.0,199.0,2105.0,2
3156.0,216.0,11.0,95.0,15.0,2467.0,209.0,250.0,176.0,937.0,2
3273.0,64.0,15.0,150.0,47.0,4478.0,233.0,208.0,104.0,1260.0,1
2795.0,130.0,20.0,30.0,0.0,1846.0,248.0,224.0,94.0,1261.0,2
3021.0,113.0,28.0,335.0,154.0,6195.0,254.0,200.0,54.0,4034.0,2
2955.0,65.0,10.0,277.0,38.0,5297.0,230.0,221.0,123.0,2512.0,2
3369.0,118.0,10.0,706.0,130.0,2971.0,238.0,231.0,122.0,2462.0,7
3354.0,62.0,28.0,323.0,73.0,743.0,231.0,172.0,55.0,972.0,7
3081.0,159.0,20.0,1025.0,179.0,3189.0,236.0,240.0,125.0,1638.0,2
2642.0,18.0,6.0,277.0,30.0,900.0,216.0,227.0,149.0,967.0,2
2603.0,57.0,19.0,175.0,38.0,1637.0,229.0,196.0,92.0,1358.0,2
2614.0,244.0,7.0,272.0,45.0,1301.0,206.0,246.0,178.0,1360.0,2
