age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,y
34,1,1,1,0,568,1,0,0,1,-1,0,0,0
50,4,1,1,0,732,0,0,0,7,-1,0,0,0
28,0,2,2,0,164,1,0,0,7,-1,0,0,0
31,3,2,1,0,13099,0,0,0,9,-1,0,0,0
60,4,1,2,0,5990,1,0,0,3,-1,0,0,1
58,4,1,1,0,407,1,0,0,2,-1,0,0,0
51,9,1,1,0,805,0,0,0,2,-1,0,0,0
40,4,1,2,0,384,0,0,0,2,-1,0,0,0
30,4,2,2,0,985,1,0,0,1,94,2,2,1
33,7,2,2,0,1268,1,0,0,1,350,1,1,0
37,9,2,2,0,453,0,0,0,4,-1,0,0,0
42,0,2,1,0,283,1,0,0,1,-1,0,0,0
38,7,1,1,0,5003,0,0,0,9,-1,0,0,0
33,0,2,1,0,303,0,0,0,1,-1,0,0,0
43,1,1,0,0,98,1,0,0,1,-1,0,0,0
35,9,1,1,0,13658,1,0,1,2,-1,0,0,0
42,4,1,1,0,2416,1,0,0,4,-1,0,0,0
26,6,2,2,0,553,0,0,0,3,-1,0,0,0
73,5,2,1,0,1050,0,0,0,3,181,2,0,1
58,3,0,1,0,0,0,0,0,2,-1,0,0,1
34,1,2,0,0,18,0,0,0,4,360,3,1,0
50,1,1,1,0,579,0,0,0,4,-1,0,0,0
42,0,2,1,0,4343,0,0,0,4,-1,0,0,0
39,1,1,1,0,1367,0,0,0,1,-1,0,0,0
33,1,2,1,0,1925,1,0,0,2,-1,0,0,0
31,1,1,0,0,42,1,0,0,3,-1,0,0,0
18,8,2,0,0,608,0,0,0,1,93,1,2,1
34,7,0,2,0,800,1,1,0,2,-1,0,0,0
32,4,2,2,0,697,0,0,0,3,-1,0,0,0
38,1,1,1,0,3598,0,0,0,1,-1,0,0,0
32,1,2,1,0,8859,1,0,0,1,-1,0,0,0
40,2,2,1,0,943,1,0,0,3,-1,0,0,0
26,1,1,1,0,0,1,0,1,4,-1,0,0,0
30,4,2,2,0,4319,1,0,0,1,-1,0,0,0
42,0,1,1,0,16517,0,0,0,2,279,2,0,0
36,4,1,2,0,255,0,0,0,6,95,4,2,1
48,1,1,1,1,0,1,1,0,1,-1,0,0,0
38,1,1,1,0,4771,1,0,0,1,-1,0,0,0
48,9,1,1,0,71,0,0,0,4,-1,0,0,0
27,10,2,1,0,3276,0,0,0,1,110,2,1,0
24,0,2,2,0,1141,1,0,0,1,-1,0,0,0
18,8,2,1,0,5,0,0,0,2,-1,0,0,0
59,4,1,2,0,1729,0,0,0,1,-1,0,0,0
33,4,1,2,0,0,0,0,0,5,-1,0,0,0
33,4,1,2,0,584,1,0,0,3,-1,0,0,0
30,9,2,1,0,3927,1,0,0,1,-1,0,0,0
46,1,1,1,0,842,1,0,1,1,-1,0,0,1
47,7,0,1,0,-116,0,1,0,3,-1,0,0,0
38,9,1,1,0,1919,0,0,0,1,-1,0,0,1
36,1,1,1,0,-206,1,0,0,2,-1,0,0,0
48,10,0,1,0,1266,1,0,1,1,-1,0,0,0
36,1,1,1,0,-400,1,1,0,2,307,1,0,0
40,1,1,0,0,442,1,0,0,1,-1,0,0,0
28,1,2,1,0,48,0,0,0,3,-1,0,0,0
36,9,1,2,0,571,1,1,0,3,-1,0,0,0
35,9,1,2,0,0,1,1,0,1,62,6,1,0
32,2,1,2,0,0,1,0,0,2,349,2,0,0
49,4,1,2,0,852,1,0,0,1,-1,0,0,0
27,1,2,1,0,6010,1,0,0,1,-1,0,0,0
39,9,1,2,0,1293,0,0,0,2,-1,0,0,1
35,4,0,2,0,859,1,1,0,1,-1,0,0,1
28,1,2,1,0,2806,0,0,0,1,120,1,1,0
45,5,2,2,0,212,0,0,0,1,-1,0,0,0
48,1,0,1,0,-314,1,0,0,5,-1,0,0,0
38,0,2,1,0,0,0,0,0,3,-1,0,0,0
46,6,1,1,0,-816,1,1,0,1,-1,0,0,0
25,7,1,1,0,10,1,0,0,1,294,1,0,0
33,1,2,1,0,76,1,0,0,4,-1,0,0,1
36,6,2,0,0,235,1,0,0,9,-1,0,0,0
40,9,0,1,0,0,0,0,0,2,-1,0,0,0
37,0,0,1,0,1533,1,0,0,4,-1,0,0,1
45,4,1,2,0,226,1,0,0,6,179,10,2,1
35,2,1,2,0,1859,1,0,0,1,267,2,0,0
41,0,1,1,0,351,1,0,0,1,-1,0,0,0
47,4,1,1,0,794,1,1,0,2,-1,0,0,0
57,5,1,1,0,519,1,0,0,3,-1,0,0,0
35,1,2,1,0,-37,1,1,0,2,-1,0,0,0
32,1,1,1,0,491,1,0,0,3,194,2,0,0
33,0,0,1,0,1128,1,0,0,2,-1,0,0,0
54,4,1,2,0,1451,0,0,0,7,-1,0,0,0
42,0,1,1,0,6445,1,0,0,8,-1,0,0,0
34,4,2,2,0,26575,0,0,0,6,168,1,0,0
48,1,1,0,0,235,1,0,0,4,-1,0,0,0
39,4,0,2,0,81,1,1,0,4,-1,0,0,0
27,1,1,1,0,409,1,0,0,1,-1,0,0,1
44,1,1,1,0,1025,1,0,0,1,-1,0,0,0
38,7,1,1,0,155,1,0,0,1,-1,0,0,0
33,7,1,1,0,-27,1,0,0,2,-1,0,0,0
27,1,2,1,0,-15,1,1,0,4,312,6,1,0
32,8,1,1,0,1694,1,0,0,1,-1,0,0,0
32,4,2,2,0,4,1,0,0,2,-1,0,0,0
35,9,0,1,0,-11,1,1,0,18,-1,0,0,0
32,1,0,1,0,98,1,0,0,2,-1,0,0,0
43,7,1,1,0,-236,1,0,0,7,-1,0,0,1
29,9,2,1,0,110,1,0,0,1,-1,0,0,1
28,0,1,2,0,364,1,0,0,1,-1,0,0,0
35,0,0,1,0,1085,0,0,0,1,86,7,2,1
39,0,1,1,0,-234,0,1,0,1,-1,0,0,0
36,9,2,1,0,204,1,0,0,1,144,8,1,0
55,5,1,1,0,991,0,0,0,2,-1,0,0,0
33,4,2,2,0,224,0,0,0,2,-1,0,0,1
61,9,1,1,0,50,1,0,0,5,-1,0,0,0
38,0,1,1,0,70,0,1,0,1,-1,0,0,0
42,7,2,1,0,518,1,0,0,1,-1,0,0,0
29,7,2,1,0,102,0,0,0,1,210,4,0,0
34,1,1,1,0,1134,1,0,0,1,329,2,0,0
47,9,1,1,0,-938,1,0,0,2,-1,0,0,0
32,7,1,1,0,132,1,1,0,2,-1,0,0,0
51,4,0,2,0,311,0,0,1,2,-1,0,0,0
37,7,2,1,0,54,1,0,0,2,131,1,0,0
48,0,1,1,0,2262,0,0,0,1,-1,0,0,0
38,1,1,1,0,1116,0,0,0,3,-1,0,0,0
34,4,1,2,0,3064,1,0,0,1,-1,0,0,0
54,4,1,1,0,0,0,0,0,1,-1,0,0,0
31,9,1,1,0,4,0,0,0,4,-1,0,0,0
26,0,2,2,0,689,0,0,0,1,-1,0,0,0
36,2,1,1,0,0,1,0,0,3,-1,0,0,0
57,5,0,0,0,515,1,0,0,2,-1,0,0,0
31,9,2,1,0,2377,1,0,0,3,-1,0,0,0
52,9,0,1,0,0,0,0,1,3,-1,0,0,0
31,1,2,0,0,-502,1,0,0,4,-1,0,0,0
40,4,1,2,0,66,0,0,0,4,-1,0,0,1
52,4,1,2,0,291,0,0,0,3,-1,0,0,0
35,0,2,2,0,5007,1,0,0,1,112,2,1,0
41,4,0,2,0,4495,1,0,0,5,-1,0,0,0
57,5,2,2,0,0,0,0,0,1,-1,0,0,0
37,4,2,1,0,655,0,1,0,6,-1,0,0,0
58,5,1,0,0,741,0,0,0,2,-1,0,0,0
50,2,1,1,0,1011,1,0,1,2,-1,0,0,0
37,4,0,2,0,1775,0,0,0,5,-1,0,0,1
40,1,0,1,0,181,0,0,0,6,-1,0,0,0
24,8,2,1,0,486,0,0,0,2,270,2,1,0
34,9,2,1,0,1386,1,1,0,6,-1,0,0,0
34,0,2,1,0,3160,0,0,0,8,331,13,0,0
46,1,0,0,0,358,0,0,0,2,-1,0,0,0
41,9,1,1,0,-1136,1,1,0,1,-1,0,0,0
42,4,0,1,0,317,1,0,0,3,-1,0,0,0
52,9,1,2,0,0,0,0,0,3,92,7,0,1
29,9,1,1,0,1599,1,0,0,1,112,2,0,0
32,7,1,1,0,859,1,0,0,1,-1,0,0,0
36,1,2,1,0,340,0,1,0,3,-1,0,0,0
28,1,2,1,0,0,0,1,0,21,-1,0,0,0
46,2,1,1,0,757,0,0,0,3,-1,0,0,0
51,4,2,1,0,0,0,0,0,1,-1,0,0,0
48,0,0,1,0,0,1,1,0,1,-1,0,0,0
38,9,1,1,0,63,0,0,0,4,-1,0,0,0
43,1,1,0,0,601,1,0,0,2,-1,0,0,0
47,0,1,1,0,-121,1,1,0,4,314,4,0,0
35,9,1,1,0,523,1,1,0,1,-1,0,0,0
33,1,1,0,0,902,1,0,0,2,247,2,0,0
42,6,1,1,0,240,1,0,0,1,189,16,1,0
44,9,1,1,0,-199,0,0,0,3,-1,0,0,0
58,4,1,1,0,2155,0,1,0,2,92,5,2,1
51,1,1,0,0,216,1,0,0,3,274,3,0,0
36,9,0,1,0,69,1,0,0,2,369,3,0,0
41,4,1,1,0,280,1,0,0,2,-1,0,0,1
37,10,1,2,0,7620,0,0,1,3,-1,0,0,0
49,4,1,2,0,108,0,0,0,6,-1,0,0,0
35,4,1,2,0,2123,1,0,0,1,273,3,0,0
40,4,1,2,0,9221,0,0,0,1,-1,0,0,0
27,0,2,1,0,-242,0,1,0,21,-1,0,0,0
51,9,1,2,0,7338,0,0,0,1,-1,0,0,0
26,9,2,2,0,4130,0,0,0,2,-1,0,0,0
45,0,0,1,0,0,0,0,0,1,-1,0,0,1
47,9,2,1,0,-213,1,0,0,1,-1,0,0,0
27,1,2,0,0,409,1,0,0,4,301,2,2,0
31,4,1,2,0,155,1,0,0,1,99,1,0,0
34,4,2,2,0,3679,1,0,0,1,-1,0,0,0
35,2,2,2,0,3302,1,1,0,3,-1,0,0,0
48,2,1,2,0,810,0,0,0,1,-1,0,0,0
30,1,1,0,0,9194,1,0,0,2,-1,0,0,0
31,4,2,2,0,938,0,0,0,1,384,3,0,0
58,2,1,1,0,670,1,0,0,1,-1,0,0,1
50,1,0,1,0,-54,0,0,0,3,-1,0,0,0
39,7,1,0,0,1601,1,0,0,2,-1,0,0,0
43,4,1,2,0,0,0,0,0,1,-1,0,0,0
36,4,0,2,0,59,0,0,0,2,-1,0,0,1
34,1,1,1,0,1,1,0,0,2,-1,0,0,0
40,4,1,2,0,3,1,1,0,1,-1,0,0,0
34,7,0,1,0,202,1,0,0,1,-1,0,0,0
54,10,1,1,0,1561,0,0,0,3,186,2,0,1
27,4,1,2,0,54,1,0,0,3,-1,0,0,0
25,6,2,2,0,42,1,0,0,1,94,1,2,1
35,6,2,1,0,951,1,0,0,2,-1,0,0,0
29,9,1,1,0,266,1,0,0,1,-1,0,0,0
37,4,2,2,1,45,1,0,0,1,-1,0,0,0
53,7,1,1,0,514,1,0,0,3,-1,0,0,0
40,0,1,1,0,1011,1,0,0,2,-1,0,0,0
47,0,1,1,0,0,0,0,0,1,-1,0,0,0
42,1,1,1,0,1260,1,0,0,3,-1,0,0,0
39,9,1,0,0,1846,0,0,0,5,-1,0,0,0
26,4,2,2,0,4683,1,0,0,2,180,1,0,0
45,9,1,1,0,1410,0,0,0,2,-1,0,0,0
36,0,1,2,0,157,1,0,0,2,-1,0,0,0
39,4,1,2,0,5060,1,0,0,4,-1,0,0,0
37,7,2,1,0,393,1,0,0,4,350,2,1,0
54,9,1,1,0,1865,1,0,0,2,-1,0,0,0
43,0,1,1,0,214,1,0,1,2,324,24,0,0
34,7,1,1,0,-451,1,1,0,1,-1,0,0,0
63,5,1,1,0,2030,0,0,0,6,-1,0,0,0
45,4,1,2,0,8564,0,0,0,1,-1,0,0,0
20,1,1,0,0,-172,1,1,0,3,-1,0,0,0
43,1,1,0,0,8,0,1,0,2,-1,0,0,0
43,2,1,2,0,5506,0,1,0,1,-1,0,0,0
43,4,2,2,0,2081,0,0,0,3,-1,0,0,1
47,0,1,1,0,3676,0,0,0,2,342,1,1,1
33,4,1,2,0,5792,1,0,0,2,-1,0,0,0
58,2,1,0,0,1249,0,0,0,1,-1,0,0,0
45,9,0,1,1,-25,0,1,0,3,-1,0,0,0
46,1,1,1,0,4044,0,0,0,3,-1,0,0,0
43,7,1,1,0,68,1,1,0,1,-1,0,0,0
33,4,1,2,0,436,1,0,0,1,-1,0,0,0
39,1,1,0,0,867,1,0,0,1,-1,0,0,0
27,9,1,2,0,176,1,0,0,2,350,7,1,0
33,4,2,2,0,-2,0,1,0,6,-1,0,0,0
55,4,1,1,0,831,1,1,1,1,100,6,0,0
42,4,1,2,0,-1613,1,0,0,18,-1,0,0,0
30,7,2,1,1,-261,1,0,0,2,255,1,1,0
31,9,2,1,0,147,1,0,0,1,-1,0,0,0
35,0,1,1,0,348,1,1,0,3,-1,0,0,0
52,4,1,2,0,437,0,0,1,3,113,1,1,0
30,1,1,1,0,631,1,0,0,2,-1,0,0,0
45,1,0,0,0,749,1,0,0,6,-1,0,0,0
34,7,2,1,0,544,1,0,0,2,-1,0,0,0
35,1,1,1,0,25,1,0,0,5,-1,0,0,0
52,3,1,1,0,1182,1,0,0,1,-1,0,0,0
42,0,1,1,0,3842,0,0,0,4,-1,0,0,0
37,3,2,2,0,561,0,0,0,1,165,2,0,0
55,2,1,1,0,8104,0,0,0,2,-1,0,0,0
26,0,2,1,0,-12,1,0,0,1,-1,0,0,0
29,1,1,1,0,-312,1,1,0,2,-1,0,0,0
47,4,1,2,0,1147,0,0,0,1,-1,0,0,0
59,0,1,1,0,283,0,1,0,1,-1,0,0,0
25,0,2,2,0,3730,1,0,0,1,-1,0,0,1
31,7,1,1,0,2083,1,0,0,3,355,2,1,0
34,1,2,1,0,855,1,0,0,1,-1,0,0,1
27,10,2,1,0,268,1,0,0,1,-1,0,0,0
36,7,1,2,0,702,1,0,0,4,-1,0,0,0
33,0,1,1,0,177,1,0,0,1,-1,0,0,0
32,1,0,1,0,473,0,0,0,1,-1,0,0,0
51,5,1,1,0,226,1,1,0,1,-1,0,0,0
32,1,1,0,0,494,1,0,0,2,-1,0,0,0
50,1,1,1,0,1553,1,0,0,2,-1,0,0,0
35,9,2,2,0,272,0,0,0,2,-1,0,0,0
37,2,1,2,0,7944,0,0,0,1,-1,0,0,0
28,4,2,2,0,266,0,0,0,1,-1,0,0,0
51,9,1,1,0,100,0,0,0,2,-1,0,0,1
38,1,1,1,0,1027,1,0,0,5,-1,0,0,0
30,10,1,2,0,0,1,0,0,1,-1,0,0,0
31,7,2,1,0,166,1,0,0,1,-1,0,0,0
44,0,1,1,0,0,1,0,0,2,-1,0,0,0
31,3,1,1,0,3902,1,0,0,4,-1,0,0,0
37,1,1,0,0,2120,1,0,0,4,-1,0,0,0
57,4,1,2,0,2261,1,0,0,1,-1,0,0,0
42,2,1,1,0,707,0,0,0,1,348,1,2,0
37,4,1,1,0,209,0,0,0,3,528,7,0,0
35,6,1,2,0,1250,1,0,0,1,136,1,1,0
66,5,2,2,0,0,0,0,0,2,-1,0,0,0
35,9,2,1,0,103,1,0,0,2,-1,0,0,0
32,0,1,1,0,413,1,0,0,3,341,2,0,0
37,4,1,2,0,1113,0,0,0,1,182,1,2,1
51,4,1,2,0,0,0,0,0,5,-1,0,0,0
50,9,1,2,0,92,0,1,0,1,-1,0,0,0
46,3,1,0,0,3512,0,0,0,1,197,1,0,1
35,10,1,1,0,977,1,0,0,4,91,1,1,0
30,9,2,1,0,3144,0,0,0,2,-1,0,0,1
44,9,1,2,0,851,1,0,0,2,-1,0,0,0
25,9,2,2,0,640,1,0,0,2,-1,0,0,0
60,5,1,1,0,-240,0,0,0,6,-1,0,0,0
42,9,2,1,0,275,0,0,0,8,-1,0,0,0
45,4,1,0,0,0,0,1,0,1,-1,0,0,0
20,7,2,1,0,-103,1,0,0,1,-1,0,0,0
47,0,1,1,0,298,1,0,0,1,-1,0,0,0
29,1,1,0,0,57,0,1,0,1,-1,0,0,0
31,9,2,1,0,4028,0,1,0,5,-1,0,0,0
41,1,1,0,0,1428,1,1,0,1,-1,0,0,0
36,3,1,0,0,125,1,0,0,4,-1,0,0,0
42,10,1,2,0,0,0,0,0,1,-1,0,0,0
31,3,2,2,0,0,0,0,0,3,-1,0,0,0
53,7,0,1,0,-223,0,0,0,1,-1,0,0,0
40,9,1,1,0,0,0,1,0,2,-1,0,0,0
41,4,1,2,0,5,1,0,0,3,140,3,0,0
25,9,2,1,0,218,1,1,0,4,-1,0,0,0
36,2,1,1,0,302,1,0,0,1,-1,0,0,0
45,10,1,1,0,490,1,0,0,3,-1,0,0,0
44,4,1,1,0,187,1,0,0,1,-1,0,0,0
27,7,0,1,0,96,1,0,0,1,-1,0,0,0
37,0,1,1,0,-107,1,0,0,2,-1,0,0,0
45,8,2,1,0,1527,0,0,0,1,-1,0,0,1
53,4,1,2,0,0,0,0,0,2,-1,0,0,0
34,0,0,1,0,531,0,0,0,1,-1,0,0,0
31,0,2,1,0,410,0,0,0,1,-1,0,0,1
47,9,2,1,0,1710,0,1,0,2,-1,0,0,0
40,1,1,1,0,746,1,1,0,1,262,3,1,0
57,4,1,2,0,1357,1,1,0,2,-1,0,0,0
34,1,2,0,0,0,1,0,0,1,-1,0,0,0
31,1,2,1,0,-64,0,0,0,1,-1,0,0,0
30,6,2,2,0,916,0,0,0,2,-1,0,0,1
54,1,1,0,0,0,1,0,0,4,341,2,0,0
39,4,2,2,0,109,0,0,0,2,-1,0,0,0
26,4,2,2,0,33,0,0,0,1,-1,0,0,0
29,3,1,0,0,0,1,0,0,3,-1,0,0,0
35,4,0,2,0,538,1,0,0,4,-1,0,0,0
34,9,2,1,0,52,0,0,0,4,-1,0,0,0
28,4,2,2,0,3053,0,0,1,4,-1,0,0,0
52,1,1,0,0,109,1,0,0,4,248,2,0,0
35,6,1,2,0,506,0,0,0,1,-1,0,0,0
31,9,2,2,0,438,1,0,0,2,-1,0,0,0
33,6,1,2,0,-103,1,0,0,2,175,1,0,0
37,4,2,2,0,410,0,0,0,3,-1,0,0,0
45,3,1,0,0,4994,0,0,0,1,-1,0,0,0
30,1,2,1,0,1224,1,0,0,2,-1,0,0,0
44,9,1,1,0,185,1,1,0,1,-1,0,0,0
33,9,2,2,0,27,0,0,0,2,-1,0,0,0
41,1,1,0,0,-441,1,0,0,1,-1,0,0,0
56,4,0,2,0,3287,0,0,0,1,-1,0,0,1
29,7,1,1,0,363,1,0,0,1,-1,0,0,0
56,7,2,1,0,1222,1,1,0,1,-1,0,0,0
26,6,2,2,0,1078,0,0,0,2,-1,0,0,0
33,9,1,1,0,168,1,0,0,2,-1,0,0,0
60,3,1,0,0,182,0,0,0,5,181,5,0,0
58,4,1,2,0,2143,1,0,0,1,-1,0,0,0
46,1,1,0,0,588,1,0,0,3,237,4,0,0
38,1,2,1,0,0,0,0,0,1,-1,0,0,0
53,4,1,2,0,1313,0,0,0,2,-1,0,0,0
35,0,1,1,0,165,1,0,0,1,-1,0,0,0
30,0,0,1,0,419,0,0,0,2,-1,0,0,0
42,1,1,1,0,156,0,0,0,4,-1,0,0,0
56,1,0,0,0,5041,1,0,0,1,-1,0,0,0
33,7,2,1,0,170,0,0,0,1,-1,0,0,1
34,1,1,1,0,463,1,0,0,11,360,4,0,0
37,1,1,1,0,0,1,0,0,1,-1,0,0,0
54,4,0,2,0,5399,0,1,0,3,-1,0,0,0
38,9,2,1,0,4723,1,0,0,2,-1,0,0,0
34,0,2,1,0,296,0,0,0,1,136,4,0,0
28,7,2,1,0,2921,1,0,0,1,-1,0,0,0
38,0,1,1,0,0,1,0,1,8,-1,0,0,0
56,9,1,1,0,359,1,0,0,4,-1,0,0,0
40,9,2,1,0,5637,1,0,0,3,-1,0,0,1
42,7,1,1,0,3465,1,1,0,2,-1,0,0,1
33,7,1,1,0,2368,0,0,0,1,-1,0,0,0
20,8,2,1,0,602,1,0,0,4,-1,0,0,0
48,4,1,1,0,-95,0,0,0,9,-1,0,0,0
28,1,2,1,0,387,1,0,0,11,282,1,1,0
29,1,1,1,0,37,1,0,0,3,353,1,1,0
46,1,1,1,0,2121,1,0,0,1,-1,0,0,0
54,4,1,2,0,397,1,0,0,1,-1,0,0,0
36,1,1,1,0,324,1,1,0,1,-1,0,0,1
41,1,0,1,0,257,1,0,0,2,-1,0,0,0
30,1,2,1,0,18,0,0,0,1,-1,0,0,0
42,1,1,0,0,325,1,0,0,4,-1,0,0,0
43,1,1,0,0,25,1,0,0,1,-1,0,0,0
58,2,1,2,0,0,1,1,0,2,229,2,0,0
54,7,1,1,0,869,0,0,0,2,-1,0,0,0
33,4,2,2,0,136,1,1,0,6,-1,0,0,0
36,4,1,2,0,918,0,0,0,8,-1,0,0,0
43,4,1,0,0,8167,1,0,1,2,184,2,0,0
50,3,2,0,0,1158,1,0,0,3,265,3,0,0
50,9,2,1,0,246,1,0,0,2,-1,0,0,0
34,1,1,1,0,0,1,0,0,1,-1,0,0,0
38,1,1,1,0,376,1,0,0,1,-1,0,0,0
38,1,1,1,0,0,1,0,0,1,-1,0,0,0
32,4,2,2,0,935,0,0,0,1,91,7,2,1
32,0,1,2,0,284,1,0,0,3,-1,0,0,1
58,4,1,2,0,0,0,0,1,16,-1,0,0,0
33,4,1,2,0,982,0,0,0,17,-1,0,0,0
33,2,1,2,0,12,1,0,0,1,-1,0,0,0
36,0,1,2,0,1145,1,0,0,1,239,2,0,0
25,0,2,2,0,407,1,0,0,1,-1,0,0,0
40,10,1,1,0,3382,1,0,0,1,-1,0,0,0
58,9,1,0,0,4198,0,0,0,5,-1,0,0,0
47,10,2,0,0,289,0,0,0,1,-1,0,0,0
41,1,1,1,0,0,0,0,0,2,-1,0,0,0
36,0,2,1,0,0,1,1,0,1,-1,0,0,0
34,7,1,1,0,1005,1,0,0,3,-1,0,0,0
35,4,1,2,0,451,1,0,0,6,-1,0,0,0
38,9,2,1,0,382,1,0,0,2,-1,0,0,0
24,0,2,2,0,106,0,1,0,1,-1,0,0,0
39,6,1,2,0,-176,1,0,0,13,-1,0,0,0
47,7,1,1,0,344,1,0,0,1,-1,0,0,0
38,4,1,2,0,93,1,0,0,1,272,4,0,0
37,0,2,1,0,862,0,0,0,2,-1,0,0,0
35,4,1,2,0,1133,1,0,0,1,-1,0,0,1
44,4,1,1,0,1317,0,0,1,6,-1,0,0,0
43,1,1,1,0,-755,1,1,0,1,337,1,0,0
31,0,2,1,0,0,0,0,0,1,-1,0,0,0
32,4,2,2,0,473,1,0,0,2,361,1,1,0
32,1,0,1,0,-299,1,0,0,2,-1,0,0,0
40,7,2,1,0,737,1,0,0,2,-1,0,0,0
49,4,1,2,0,489,1,0,0,1,358,1,0,0
46,7,0,1,0,-179,0,0,0,1,214,2,0,0
36,1,1,1,0,1165,1,0,0,4,-1,0,0,1
32,1,1,1,0,-428,1,0,0,1,-1,0,0,0
46,7,1,1,0,9,0,0,0,4,-1,0,0,0
57,1,0,0,0,-176,1,0,0,1,-1,0,0,0
38,9,1,1,0,4539,0,0,0,1,-1,0,0,1
42,3,1,0,0,1523,1,1,0,5,-1,0,0,0
31,6,1,0,0,1074,1,0,0,2,-1,0,0,0
37,1,1,0,1,-142,0,0,0,3,-1,0,0,0
42,7,1,1,0,0,1,0,0,4,-1,0,0,0
48,2,1,1,0,151,0,0,0,1,-1,0,0,0
22,9,2,1,0,54,1,1,0,6,-1,0,0,0
34,4,2,2,0,5945,1,0,0,1,170,1,0,0
64,5,1,2,0,1644,0,0,1,4,179,4,2,1
46,1,1,0,0,-160,0,1,1,11,-1,0,0,0
50,9,0,2,0,1679,1,0,0,2,-1,0,0,0
47,1,1,1,0,8148,1,0,0,1,-1,0,0,0
39,6,0,2,0,1415,0,0,0,1,-1,0,0,0
38,9,1,1,0,79,1,0,0,2,-1,0,0,0
46,0,1,1,0,-522,1,0,0,3,239,13,1,1
31,7,1,1,0,-759,1,0,0,2,-1,0,0,0
37,9,1,1,0,5287,1,1,0,2,-1,0,0,0
36,4,1,1,0,122,1,0,0,7,-1,0,0,0
49,1,2,1,0,-195,1,0,0,2,-1,0,0,0
35,1,1,0,0,-367,1,0,0,1,350,1,0,0
38,4,1,1,0,933,0,0,0,2,-1,0,0,0
58,9,1,1,0,7429,0,0,0,1,-1,0,0,0
36,10,1,2,0,7222,1,0,0,1,181,5,0,0
46,1,1,1,0,572,1,0,0,2,-1,0,0,0
58,4,1,2,0,541,1,0,0,1,-1,0,0,0
37,6,2,2,0,984,0,0,0,1,-1,0,0,0
50,9,2,2,0,1840,1,0,0,2,-1,0,0,0
38,0,1,1,0,326,1,0,0,2,-1,0,0,0
49,6,2,2,0,21,1,0,0,1,-1,0,0,0
32,4,2,2,0,1731,1,1,0,3,-1,0,0,0
51,4,0,1,0,-35,1,0,0,1,263,5,0,0
45,1,1,1,0,115,0,0,0,4,-1,0,0,0
58,4,1,1,0,-382,0,0,0,12,-1,0,0,1
32,6,2,1,0,202,1,0,0,1,149,1,0,0
30,4,1,2,0,0,0,0,0,2,-1,0,0,0
39,2,1,2,0,0,1,0,0,2,-1,0,0,0
58,5,1,2,0,258,0,1,0,1,-1,0,0,0
44,10,0,1,0,522,0,0,0,1,-1,0,0,0
37,9,2,1,0,5436,1,0,0,11,351,1,0,0
30,1,2,1,0,8950,1,0,0,4,355,1,1,0
48,0,1,1,0,368,0,0,0,2,140,7,2,1
47,0,1,2,0,1979,0,0,0,6,-1,0,0,0
32,9,2,2,0,514,1,1,0,1,168,1,0,0
30,9,2,2,0,177,0,0,0,3,-1,0,0,0
36,4,0,2,0,2397,0,0,0,9,-1,0,0,0
49,9,1,1,0,323,1,0,0,2,-1,0,0,0
38,1,1,1,0,-627,1,1,0,4,-1,0,0,0
51,0,1,1,0,79,0,0,0,2,-1,0,0,0
51,1,1,1,0,1414,1,0,0,2,-1,0,0,0
34,4,1,2,0,912,1,0,0,1,-1,0,0,0
58,1,1,0,0,42,1,0,0,6,264,3,0,0
30,4,2,2,0,265,0,0,0,1,93,3,2,0
44,7,0,1,0,2416,1,0,0,3,-1,0,0,0
41,7,1,1,0,0,1,0,0,9,-1,0,0,0
27,0,2,1,0,180,0,1,0,1,-1,0,0,0
29,9,2,1,0,1331,1,1,0,1,-1,0,0,0
31,4,2,2,0,12569,0,0,0,1,295,1,0,1
57,1,0,0,0,1299,0,0,0,2,-1,0,0,0
47,9,1,1,0,11,0,0,0,3,-1,0,0,0
50,4,1,2,0,29,0,1,0,1,-1,0,0,0
32,1,1,1,0,-64,1,0,0,1,-1,0,0,0
51,9,1,2,0,0,0,0,0,2,-1,0,0,1
30,4,2,2,0,2907,1,0,0,2,218,1,0,0
47,6,0,1,0,510,1,0,0,3,-1,0,0,0
49,4,1,2,0,1093,1,1,0,1,246,4,2,1
48,1,1,0,0,584,1,0,0,1,-1,0,0,0
41,4,1,2,0,0,1,0,0,3,-1,0,0,0
37,7,2,1,0,608,0,0,0,3,-1,0,0,0
59,6,1,0,0,745,0,0,0,9,-1,0,0,0
30,9,2,2,0,3291,1,0,0,3,-1,0,0,1
57,9,1,2,0,3082,1,1,0,2,294,3,0,0
28,9,1,1,0,487,1,0,0,4,-1,0,0,0
28,0,2,1,0,551,0,1,0,1,-1,0,0,0
80,5,1,1,0,2354,0,0,1,2,181,3,2,0
58,4,1,2,0,1313,0,0,1,4,-1,0,0,0
43,1,1,1,0,1343,1,1,0,2,-1,0,0,0
42,1,1,1,0,273,0,0,0,1,-1,0,0,0
41,7,1,0,0,4903,1,0,0,1,180,2,0,0
29,4,2,2,0,1431,0,0,0,4,-1,0,0,0
25,7,2,1,0,3856,1,0,0,28,-1,0,0,0
28,0,2,2,0,313,0,1,0,2,326,4,0,0
56,4,0,2,0,2959,1,0,1,1,-1,0,0,0
