cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
3.72,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u,p
1.57,f,w,n,f,,d,k,5.09,2.71,,,w,,,f,f,,d,w,e
9.77,x,e,n,t,p,,o,8.35,24.78,,,u,,,f,f,,d,u,p
5.75,f,s,n,f,s,c,w,6.21,9.32,b,i,w,,,f,f,,d,a,e
3.56,x,t,n,f,a,c,n,4.68,5.17,,y,n,,,t,z,,d,w,p
6.67,f,t,n,f,x,c,y,5.94,15.01,,,y,,,f,f,,d,a,p
7.86,x,y,w,t,,,w,7.52,14.83,s,,w,,,t,l,,g,a,p
7.28,f,t,y,f,x,c,y,4.55,13.73,,,y,,,f,f,,d,a,p
10.35,x,y,y,f,a,c,n,12.26,12.25,,y,y,,,t,,,d,a,p
9.58,s,,r,t,d,,o,4.96,12.1,,,w,,,t,f,,d,u,p
2.36,x,,u,f,,d,w,6.15,3.88,,,w,,,f,f,,d,a,e
7.14,x,i,n,f,a,c,k,8.15,7.85,,i,n,,k,t,z,k,d,u,p
8.8,s,t,w,t,d,c,o,6.19,17.71,,,w,,,f,f,,d,a,e
16.57,x,e,g,f,a,c,w,11.29,27.24,s,,w,,,f,f,,l,w,e
2.01,b,g,n,f,,c,n,5.52,2.68,,,n,,,f,f,,d,a,p
3.52,b,s,y,f,,c,k,7.32,7.18,,,y,u,w,t,z,r,d,s,p
0.47,b,t,n,f,,c,g,2.51,2.27,,,n,,,t,f,,g,a,p
1.71,x,w,n,f,,d,g,5.41,2.57,,,w,,,f,f,,d,u,e
3.61,s,k,n,f,p,,n,2.64,4.29,,k,n,,,t,f,,d,u,p
6.64,x,s,g,t,s,d,r,5.63,13.06,r,i,n,,,f,f,,d,u,p
0.94,x,g,w,f,a,d,w,2.97,1.37,,,e,,,f,f,,d,u,p
7.07,c,e,y,t,x,c,p,6.82,12.7,,,w,,,f,f,,g,s,p
6.15,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a,p
3.51,f,d,n,f,x,c,y,4.04,3.0,b,i,n,,,f,f,,d,u,p
9.39,x,i,n,f,a,,n,10.38,14.32,s,,n,,n,f,f,,d,a,p
8.63,f,,n,f,x,c,w,10.34,11.61,r,i,w,,,f,f,,h,u,p
6.48,x,h,n,f,x,c,n,6.39,6.94,,s,n,,,t,r,,d,w,e
5.43,c,i,y,f,,c,n,7.2,8.96,,,w,,,f,f,,d,u,p
6.63,x,y,n,f,e,c,w,4.42,10.45,,y,n,,,f,f,,d,a,e
4.74,x,,r,f,d,,r,5.3,7.87,,,r,,,f,f,,l,u,e
12.74,s,t,w,f,a,d,y,7.05,21.69,,,w,,,f,f,w,d,w,e
4.94,f,s,n,f,x,c,w,7.03,9.66,,s,n,,,f,f,,l,a,e
18.2,f,y,w,f,,,w,31.8,22.39,s,,n,,,t,m,,d,a,e
3.43,b,y,e,f,e,c,w,4.16,3.39,,k,w,,,t,e,,m,u,p
8.5,x,e,n,f,a,,n,8.31,12.68,s,,n,,n,f,f,,h,a,p
1.03,b,g,w,f,,,g,3.18,1.52,,,w,,,f,f,,d,s,e
8.25,x,,g,f,a,,w,7.65,14.0,,,g,,,f,f,,d,a,e
6.82,s,t,y,f,x,c,y,6.36,16.91,,,y,,,f,f,,d,a,p
5.84,x,t,n,f,e,,w,11.59,11.07,,s,w,u,w,f,f,,d,u,e
11.25,s,t,n,t,d,c,n,6.0,16.09,,,n,,,f,f,,d,u,p
8.48,p,,n,f,a,,w,8.28,14.22,,,w,,,f,f,,d,u,e
5.2,f,,y,f,s,d,y,5.75,13.5,,i,y,,,f,f,,d,a,p
5.33,x,s,b,f,x,c,w,6.23,9.46,,s,n,,,f,f,,l,w,e
3.05,x,,b,f,x,,w,4.87,6.42,,,w,,,f,f,,d,a,p
4.23,f,,e,f,x,,w,5.41,5.98,,,w,,,f,f,,d,a,p
3.75,x,h,o,f,a,d,w,4.23,4.48,,s,o,,,f,f,,d,s,e
4.03,f,l,y,f,x,d,y,5.61,4.78,,,y,,,f,f,,l,u,p
10.25,p,i,n,t,e,,p,9.01,16.85,,y,w,,,t,p,,l,a,e
9.04,s,h,r,t,d,,g,4.47,12.48,,t,g,,,f,f,,d,a,p
7.45,x,t,y,f,x,c,y,5.12,15.31,,,y,,,f,f,,d,a,p
8.05,o,e,o,f,,c,y,1.65,16.47,,,y,,,f,f,,d,a,p
6.1,x,d,b,f,d,d,b,5.92,12.69,,,w,,,f,f,,g,a,e
3.02,b,y,n,f,,c,n,5.98,2.84,,,w,,,f,f,,d,u,e
3.48,f,h,n,f,,c,n,6.53,5.83,,s,w,,w,f,f,k,d,u,e
15.84,x,h,o,f,e,,w,18.54,18.47,s,y,w,u,w,t,g,,d,u,p
4.98,b,g,n,f,a,d,g,5.22,3.89,,s,g,,,f,f,,d,u,e
4.31,x,s,o,f,a,c,y,5.92,7.18,,g,o,,,f,f,,g,u,p
3.63,b,y,p,f,e,c,n,3.82,3.47,,k,w,,,t,e,,d,u,p
9.28,f,s,w,t,e,,g,7.19,17.07,s,,w,,,t,r,,m,u,e
2.21,f,,w,f,a,c,w,2.7,3.28,,i,w,,,f,f,,d,a,p
9.62,x,,n,f,x,c,w,9.96,10.9,r,i,w,,,f,f,,d,a,p
1.73,b,h,n,f,a,,n,4.97,1.31,,t,n,,,f,f,,g,u,p
1.3,b,h,n,f,a,,n,3.92,1.34,,t,n,,,f,f,,g,a,p
1.28,x,s,y,f,f,f,f,3.84,5.57,,,y,,,f,f,,d,a,p
5.26,f,w,y,f,f,f,f,5.13,14.36,,,y,,,f,f,,d,a,e
9.91,x,e,y,f,x,c,w,7.62,18.0,,,w,,,f,f,,d,u,e
4.19,s,,y,f,f,f,f,7.26,8.83,,,y,,,f,f,,d,a,e
3.56,f,t,n,f,a,d,y,5.92,5.35,,k,o,,,f,f,,d,w,e
4.86,x,,e,f,,c,r,4.15,12.62,,,y,,,f,f,,d,a,p
6.57,f,d,n,f,a,c,y,5.16,6.2,,i,n,,,t,,,d,u,p
14.96,s,k,n,f,d,c,y,5.77,33.71,,k,n,,,f,f,,d,a,p
8.91,s,t,p,t,d,c,p,7.87,14.55,,,p,,,t,f,,d,a,p
4.23,x,,y,f,a,c,y,4.96,8.83,,,w,,,f,f,,d,u,e
11.9,f,s,y,f,d,d,w,9.35,15.6,,i,n,,,t,,w,d,a,e
57.51,o,y,y,f,p,,y,7.56,38.18,,k,n,,,f,f,,d,s,e
7.45,x,,n,f,x,c,w,6.75,13.1,,s,w,,,f,f,,d,u,e
3.89,f,l,y,f,x,d,y,6.74,4.64,,,y,,,f,f,,d,a,p
11.14,s,,w,t,d,c,p,7.07,25.79,,,w,,,f,f,,d,u,e
6.37,s,d,o,f,d,c,o,3.08,6.22,,,y,,,f,f,,d,a,p
5.13,f,t,n,f,a,d,w,8.78,6.87,,k,o,,,f,f,,d,s,e
8.12,s,t,w,t,d,c,o,5.4,17.05,,,w,,,f,f,,d,u,e
4.71,c,i,y,f,,c,n,6.65,7.08,,,w,,,f,f,,d,a,p
8.5,x,e,o,f,a,,o,9.14,20.61,r,,o,,,t,r,n,d,a,p
9.0,p,,n,f,p,,w,10.83,34.63,c,,n,,,f,f,w,d,u,p
2.15,f,h,y,f,,,n,6.94,2.83,,,y,,,f,f,,g,a,p
5.58,s,k,y,f,p,,n,3.6,6.38,,k,n,,,t,f,,d,u,p
1.36,x,,n,f,,,n,4.4,2.32,,s,n,,,f,f,k,g,a,p
1.51,o,k,n,f,,,n,4.21,1.44,,,n,,,f,f,,d,w,p
7.76,s,t,n,t,d,,g,4.32,11.66,,t,n,,,f,f,,d,a,p
2.72,x,g,n,f,a,,p,6.91,2.41,,,w,,,f,f,,d,u,p
3.21,s,d,w,f,d,d,p,3.98,2.54,,h,w,,,f,f,,g,a,p
8.21,s,,y,f,a,c,w,6.38,14.03,,,g,,,f,f,,d,u,e
8.96,s,,n,f,,,w,4.04,19.03,,,n,,,f,f,,d,a,e
3.37,f,d,n,f,x,c,y,4.31,2.83,b,i,n,,,f,f,,l,a,p
4.43,x,,n,f,x,c,p,8.47,3.97,,,n,,,f,f,,l,a,p
7.43,p,,g,f,a,,w,7.61,14.89,,,w,,,f,f,,g,u,e
7.75,x,t,e,f,x,d,w,6.44,17.39,b,,w,,,f,f,,d,a,p
6.62,b,h,k,f,s,d,w,4.83,10.07,,s,g,,,f,f,,d,u,e
12.81,x,s,g,f,s,,y,8.16,18.25,,i,n,,,f,f,,d,u,p
4.97,x,,w,f,x,c,w,8.37,10.41,b,,n,,w,t,,,d,s,e
7.47,x,s,n,f,e,c,w,6.22,9.46,,i,w,,,f,f,p,d,w,e
11.48,s,t,w,t,d,c,o,5.97,17.12,,,w,,,f,f,,d,u,e
3.8,x,h,n,f,x,c,n,3.29,4.73,,s,n,,,t,r,,d,w,e
7.96,x,,g,t,p,,g,13.4,26.67,,y,w,,,f,f,,d,a,e
5.36,x,s,b,f,x,c,w,6.92,9.32,,s,n,,,f,f,,l,w,e
11.14,f,s,r,f,x,,n,7.17,25.02,,,p,,,f,f,,d,u,e
4.78,x,,n,f,x,c,w,7.92,9.12,b,,w,,w,t,,,g,s,e
3.55,s,d,w,f,d,d,p,4.55,2.78,,h,w,,,f,f,,g,u,p
0.74,x,g,y,f,,,y,3.37,0.8,,,y,,,f,f,,d,a,p
8.31,x,h,n,f,p,d,y,7.92,13.01,,s,n,,,f,f,,g,u,e
1.87,c,t,n,f,,,n,7.55,2.72,,,y,,,f,f,,g,u,p
7.47,x,d,y,t,p,,r,6.82,13.32,,,y,,,f,f,,d,u,e
2.59,x,,e,f,x,,w,4.76,6.45,,,w,,,f,f,,d,u,p
11.9,x,,n,f,e,,w,10.9,14.81,,,w,u,w,t,g,,d,a,p
7.89,f,,y,f,x,c,y,6.88,11.22,,,w,,,f,f,,d,a,p
7.8,x,t,y,t,x,c,y,8.52,16.37,,,w,,,f,f,,d,u,e
6.32,p,g,n,f,e,,w,7.46,13.16,,y,w,u,w,t,p,,d,a,p
4.84,f,h,o,f,a,d,w,6.22,5.35,,s,o,,,f,f,,d,w,e
7.36,s,d,n,t,d,c,w,7.76,8.62,,,e,,,f,f,,d,a,p
2.04,b,g,y,f,,c,n,7.59,3.63,,,n,,,f,f,,d,a,p
3.42,x,,w,f,a,,r,6.11,6.95,,,l,,,f,f,,l,a,e
20.98,f,d,n,f,p,,y,6.07,50.07,,,n,,,f,f,,d,a,p
1.23,x,g,n,f,d,d,n,1.31,2.33,,s,n,,,f,f,,d,a,p
1.26,x,s,y,f,f,f,f,3.04,5.44,,,y,,,f,f,,d,a,p
10.12,x,e,y,t,p,,e,8.14,27.68,,,u,,,f,f,,d,a,p
7.93,s,,o,t,d,,o,4.72,11.67,,,w,,,t,f,,d,u,p
8.51,s,t,y,f,x,c,y,6.83,18.87,,,y,,,f,f,,d,a,p
1.92,b,,g,f,a,,g,4.99,2.18,,s,g,,,f,f,,d,a,p
3.03,b,t,n,f,,,n,9.02,5.77,,,w,,,t,,k,g,a,p
7.39,s,d,n,t,d,c,w,8.02,9.25,,,e,,,f,f,,d,a,p
6.72,x,,y,f,s,d,y,7.19,16.58,,i,y,,,f,f,,d,a,p
7.76,x,t,n,f,e,,w,13.27,13.51,,s,n,u,w,f,f,,d,u,e
7.25,x,g,n,f,e,,w,8.54,15.42,,y,w,u,w,t,p,,d,a,p
1.02,p,g,g,f,,,g,2.91,1.4,,,w,,,f,f,,d,s,e
5.38,x,t,n,f,e,,w,12.71,12.45,,s,n,u,w,f,f,,d,u,e
8.01,x,s,n,f,s,,g,6.45,8.35,,y,n,,,f,f,,d,w,p
2.47,x,g,n,f,a,,w,5.62,2.23,,,w,,,f,f,,d,a,p
7.22,x,h,n,f,p,d,y,6.08,12.57,,s,n,,,f,f,,g,a,e
4.37,b,h,l,f,s,c,u,5.92,8.21,,y,l,,,t,e,u,d,a,p
0.96,b,t,y,f,,c,g,2.4,2.2,,,n,,,t,f,,g,a,p
4.3,b,t,n,f,,,k,12.22,6.44,,,w,,,t,,k,g,a,p
9.81,f,s,n,f,s,c,w,6.34,10.49,b,i,n,,,f,f,,m,u,e
4.26,f,y,w,f,e,c,p,4.42,10.71,,,w,,w,t,e,,g,a,e
8.28,x,,u,t,x,,n,8.9,18.84,s,,u,,u,f,f,,d,a,p
4.47,x,,w,f,x,c,n,6.63,4.3,,,w,,,f,f,,d,a,e
6.55,x,y,n,f,e,c,n,4.49,12.12,,,w,,,t,l,,w,u,e
21.97,x,d,o,f,p,,y,4.99,43.64,,,n,,,f,f,,d,a,p
1.69,o,k,n,f,,,n,4.31,1.54,,,n,,,f,f,,d,a,p
6.28,s,d,n,t,d,c,w,5.39,7.6,,,e,,,f,f,,d,a,p
0.96,b,t,y,f,,c,k,4.24,2.71,,,n,,,t,f,,m,a,p
3.76,f,k,n,f,s,,p,3.62,3.1,,,n,,,f,f,p,g,a,p
9.51,f,w,p,f,s,c,p,4.74,10.91,,,p,,,f,f,,d,a,p
6.5,s,s,o,f,d,d,o,6.73,13.62,,,w,,,f,f,,g,w,e
5.46,c,e,y,t,x,c,y,7.38,12.58,,,w,,,f,f,,d,s,p
8.64,p,,n,f,a,,w,6.92,12.7,,,g,,,f,f,,g,a,e
6.36,b,s,g,f,,,g,10.14,14.75,,s,w,,,t,z,,d,s,p
4.23,x,t,n,f,d,,o,6.23,7.25,,t,w,,,f,f,,d,w,e
4.16,x,k,w,f,s,,p,4.22,3.47,,,n,,,f,f,p,g,u,p
3.58,x,s,e,f,a,c,o,4.18,6.42,,,o,,,f,f,,g,a,e
5.83,b,s,g,f,,,w,9.73,12.67,,s,w,,,t,z,,g,a,p
0.62,x,g,n,f,a,,p,3.85,0.94,,h,k,,,f,f,,d,a,p
3.02,o,,k,f,f,f,f,3.36,13.43,,g,g,,,f,f,,d,u,p
13.1,f,,w,f,d,c,w,2.62,15.21,,,w,,,f,f,,d,w,e
9.71,p,y,w,f,e,c,p,20.24,12.27,,s,w,,,t,e,,u,u,e
8.38,x,y,n,t,e,,p,8.75,17.07,,y,w,,,t,p,,d,a,e
3.81,f,t,n,f,x,c,p,5.0,3.96,,i,g,,,f,f,,d,u,p
11.33,x,,n,f,p,,w,12.03,37.54,c,,n,,,f,f,p,d,u,p
4.68,c,k,w,t,x,c,r,6.61,12.14,,,w,,,f,f,,d,u,p
6.02,s,d,y,f,d,c,o,3.96,6.76,,,y,,,f,f,,h,a,p
8.39,s,t,y,f,x,c,y,6.68,18.6,,,y,,,f,f,,d,a,p
8.76,x,,g,t,p,,g,12.45,25.66,,y,w,,,f,f,,d,a,e
1.6,p,t,n,f,a,c,g,6.84,2.49,,t,y,,,t,e,,m,a,p
7.12,f,h,o,f,s,,y,9.09,12.57,,i,n,,,f,f,,d,a,e
5.89,c,i,y,f,,c,r,7.1,8.58,,,w,,,f,f,,d,a,p
6.22,f,,g,f,d,c,y,5.21,9.54,b,,n,,,f,f,,l,w,p
0.72,b,t,n,f,,c,g,2.07,2.09,,,n,,,t,f,,m,u,p
3.7,x,h,n,f,x,c,n,4.57,5.19,,s,n,,,t,r,,d,u,e
7.57,x,w,y,f,f,f,f,6.33,16.8,,,y,,,f,f,,d,u,e
5.58,x,h,o,f,a,c,n,4.66,6.22,,y,n,,,t,z,,d,w,p
6.32,x,d,y,t,p,,y,6.83,14.86,,,y,,,f,f,,d,a,e
4.62,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u,p
1.79,x,g,y,f,d,d,n,2.61,2.7,,s,n,,,f,f,,h,u,p
6.08,x,,u,t,x,,u,7.48,18.42,s,,g,,u,f,f,,d,a,p
8.74,x,,g,t,x,,n,10.15,22.57,s,,g,,u,f,f,,d,a,p
3.99,x,,n,f,x,c,n,8.25,8.83,b,,w,,w,t,,,d,u,e
11.38,x,h,n,t,p,,y,7.03,22.42,,,n,,,f,f,,d,u,e
7.32,x,,p,f,x,c,w,6.55,15.65,,s,w,,,f,f,,d,a,e
4.21,x,s,p,f,a,c,e,4.45,6.39,,,e,,,f,f,,m,w,e
18.53,p,y,w,f,,,w,27.86,21.6,s,,n,,,t,m,,m,u,e
3.95,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u,p
1.45,b,h,n,f,a,,n,4.36,1.33,,t,n,,,f,f,,d,s,p
2.26,x,i,k,f,a,,w,3.84,2.47,,,w,,,f,f,p,g,a,p
7.59,p,g,n,f,e,,w,7.86,12.64,,y,w,u,w,t,p,,d,a,p
8.14,o,,n,f,,,w,5.1,24.33,,,n,,,f,f,,d,u,e
3.41,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u,p
6.17,x,e,e,f,a,,w,7.64,10.15,,,n,,w,t,z,,d,a,p
11.84,f,s,u,f,x,,n,8.17,27.7,,,w,,,f,f,,d,u,e
1.8,c,t,n,f,,,y,7.01,2.65,,,y,,,f,f,,g,a,p
0.73,f,,o,f,d,,o,4.84,1.06,,,y,,,f,f,w,g,u,p
4.1,x,,l,f,d,,r,5.83,7.01,,,r,,,f,f,,d,u,e
0.93,b,t,n,f,,c,k,3.7,2.42,,,n,,,t,f,,g,u,p
9.82,x,y,o,f,a,,y,11.75,23.79,r,,y,,,t,r,n,d,w,p
1.18,b,g,w,f,,,g,3.56,1.65,,,w,,,f,f,,d,s,e
2.94,o,,g,f,f,f,f,3.54,15.01,,g,n,,,f,f,,d,u,p
11.59,s,,y,t,d,,o,5.96,12.94,,,w,,,t,f,,d,u,p
8.55,x,,n,t,x,,n,8.37,20.85,s,,g,,u,f,f,,d,a,p
7.2,x,h,y,f,p,,y,7.37,14.87,,,y,,y,t,,,d,a,e
11.53,s,s,u,f,x,,n,6.73,23.14,,,p,,,f,f,,d,u,e
9.18,p,s,w,f,e,c,w,12.66,10.74,,s,w,,,t,e,,g,w,e
3.0,f,,w,f,a,c,n,3.77,3.59,,i,w,,,f,f,,p,a,p
8.9,x,i,n,f,a,,n,9.95,13.75,s,,n,,n,f,f,,d,a,p
9.04,x,,g,f,a,,w,9.25,15.71,,,g,,,f,f,,d,u,e
10.19,f,,n,t,,,w,11.96,17.95,b,,w,u,w,t,g,,d,a,e
8.92,o,,n,f,f,f,f,3.43,25.94,,g,n,,,f,f,,d,u,p
5.76,f,h,g,f,s,d,w,4.73,10.32,,s,g,,,f,f,,d,a,e
11.14,p,,n,f,p,,w,10.22,33.01,c,,n,,,f,f,w,d,a,p
10.05,f,e,b,f,,c,b,4.73,20.27,,,w,,,t,f,,d,a,e
1.64,x,t,n,f,d,,w,7.27,2.3,,t,y,,,f,f,,g,a,e
7.14,f,,n,f,x,c,w,6.16,18.09,,s,w,,,f,f,,d,u,e
3.81,x,,l,f,d,,r,5.02,5.48,,,w,,,f,f,,d,u,e
8.22,b,y,w,f,,,k,18.19,18.45,,,w,,,f,f,,d,a,p
0.99,b,t,n,f,,c,k,4.09,2.68,,,n,,,t,f,,m,u,p
2.03,p,t,n,f,a,c,g,7.43,2.43,,t,y,,,t,e,,m,a,p
9.34,x,d,w,f,s,c,w,6.89,28.68,,,w,,,f,f,,d,s,e
9.23,f,s,w,f,e,c,k,21.36,12.84,,s,w,,,t,e,,d,u,e
5.38,x,,w,f,,c,r,3.48,12.38,,,y,,,f,f,,d,a,p
9.39,x,h,n,t,p,,y,7.53,17.68,,,n,,w,t,p,,d,u,e
4.39,x,h,o,f,a,c,y,5.84,7.25,,g,o,,,f,f,,g,u,p
21.83,p,y,n,f,,,w,29.52,22.0,s,,n,,,t,m,,d,u,e
5.39,f,s,k,f,a,c,w,3.66,12.97,,,w,,,f,f,,d,u,e
11.22,x,s,w,t,e,,n,8.92,16.63,s,,w,,,t,r,,m,u,e
4.17,b,y,n,f,,c,g,6.18,4.57,s,s,w,,,f,f,,d,a,p
5.55,f,s,b,f,x,c,w,6.55,8.99,,s,n,,,f,f,,l,w,e
0.65,b,t,y,f,,c,g,2.91,2.41,,,n,,,t,f,,m,u,p
5.91,x,h,n,f,x,,w,17.15,7.49,r,g,n,,,f,f,,d,u,p
3.9,x,y,y,f,a,,w,6.04,3.5,,y,n,,,t,r,,g,a,p
7.11,f,t,n,f,s,,y,9.59,12.49,,i,n,,,f,f,,d,a,e
2.83,s,y,n,f,d,d,p,8.68,3.69,,i,n,,,f,f,,h,u,e
3.13,s,s,w,f,d,c,w,2.95,7.71,,,w,,,f,f,,g,u,p
21.62,x,s,k,f,p,,y,5.73,32.99,,,n,,,f,f,,d,w,p
5.13,x,h,y,f,p,,y,7.58,16.09,,,y,,y,t,,,d,a,e
9.99,f,,n,f,x,c,w,10.09,10.34,r,i,w,,,f,f,,d,u,p
4.21,x,t,n,f,s,c,n,5.99,10.54,,,w,,n,t,z,,d,a,p
12.15,x,e,g,f,d,c,w,7.19,23.65,s,,w,,,f,f,,l,w,e
4.34,f,h,o,f,a,d,w,6.93,5.32,,s,n,,,f,f,,d,w,e
3.07,b,y,n,f,,c,k,6.42,3.13,,,w,,,f,f,,d,s,e
6.42,o,k,n,f,,c,y,1.5,15.41,,,y,,,f,f,,d,a,p
2.79,f,s,w,f,d,d,w,3.3,5.45,,,w,,,f,f,,m,w,e
7.93,p,g,n,f,e,,w,8.71,16.14,,y,w,u,w,t,p,,d,a,p
9.5,f,d,w,f,s,c,w,6.33,29.98,,,w,,,f,f,,d,u,e
14.24,x,e,n,t,e,,w,10.37,17.46,,,w,,,t,,,d,a,e
4.52,x,,p,f,x,,w,5.59,7.02,,,w,,,f,f,,d,u,p
9.09,s,h,r,t,d,,w,4.89,14.8,,t,g,,,f,f,,d,a,p
5.95,s,,n,f,d,c,w,5.0,8.39,,s,w,,,f,f,,h,u,e
0.69,f,,o,f,d,,o,4.3,0.94,,,y,,,f,f,w,g,a,p
7.19,x,w,y,f,f,f,f,4.59,13.99,,,y,,,f,f,,d,a,e
8.0,x,t,y,f,p,,y,8.46,15.73,,,y,,y,t,,,d,a,e
6.7,x,t,g,f,a,d,n,7.98,6.66,,t,g,,,t,l,,d,a,e
6.86,x,t,y,f,x,c,y,4.26,15.29,,,y,,,f,f,,d,a,p
6.3,f,w,n,f,x,,w,12.24,6.43,r,g,n,,,f,f,,d,u,p
15.6,f,g,o,f,p,,y,4.63,31.8,,,n,,,f,f,,d,w,p
10.7,f,,u,f,s,c,b,7.67,20.22,,,b,,,f,f,,d,w,e
0.98,b,t,y,f,,c,k,3.37,2.41,,,n,,,t,f,,m,a,p
11.3,f,s,w,t,e,,n,9.48,16.5,s,,w,,,t,l,,m,a,e
1.48,c,g,n,f,a,,w,4.84,1.49,,,g,,,f,f,,d,a,e
0.91,x,g,w,f,a,d,w,2.99,1.39,,,n,,,f,f,,l,a,p
6.89,s,,o,t,d,,o,5.19,12.15,,,w,,,t,f,,d,a,p
5.24,x,h,n,f,x,c,n,5.16,6.41,,y,n,,,t,r,,d,w,e
6.54,s,d,e,t,d,c,w,5.98,8.71,,,n,,,f,f,,d,a,p
6.68,x,y,y,f,,,w,6.63,25.29,b,,n,,w,t,e,,d,w,e
0.92,x,g,w,f,a,d,w,3.07,1.39,,,e,,,f,f,,d,u,p
11.67,x,e,n,t,p,,e,8.17,24.68,,,u,,,f,f,,d,a,p
7.55,x,s,n,f,s,,n,5.68,8.47,,y,n,,,f,f,,d,w,p
1.56,c,g,n,f,a,,w,5.27,1.58,,,g,,,f,f,,l,u,e
10.27,s,t,g,t,d,c,n,5.03,23.19,,,g,,,f,f,,l,u,p
8.6,o,,n,f,,,w,4.07,23.89,,,n,,,f,f,,d,a,e
5.17,x,w,y,f,f,f,f,3.91,13.06,,,y,,,f,f,,d,a,e
6.69,o,e,o,f,,c,y,1.56,15.22,,,y,,,f,f,,d,w,p
7.39,x,,n,t,x,,u,9.16,20.16,s,,u,,u,f,f,,d,a,p
1.18,x,g,w,f,a,d,w,3.62,1.89,,,e,,,f,f,,d,u,p
4.88,x,d,n,f,a,c,y,4.57,5.85,,i,y,,,t,,,d,u,p
6.76,x,s,g,t,s,d,r,6.07,16.88,r,y,w,,,f,f,,d,a,p
19.61,s,t,w,f,a,d,y,7.01,21.02,,,w,,,f,f,w,d,a,e
10.0,x,t,n,f,a,d,w,8.51,25.07,,,w,,,f,f,,d,u,p
6.34,x,i,y,f,a,c,n,7.94,7.63,,i,n,,k,t,z,k,d,a,p
7.61,x,h,n,f,p,d,y,7.77,12.44,,s,n,,,f,f,,d,u,e
1.15,x,g,w,f,a,d,w,3.76,1.75,,,e,,,f,f,,l,u,p
1.69,c,h,y,f,,,y,7.74,2.93,,,y,,,f,f,,g,a,p
5.06,x,y,n,f,e,c,p,4.07,9.63,,y,n,,,f,f,,d,u,e
47.56,o,y,y,f,p,,y,5.92,34.07,,k,n,,,f,f,,d,u,e
4.19,x,,y,f,s,d,y,4.24,10.76,,i,y,,,f,f,,d,a,p
16.57,f,y,w,f,,,w,23.46,20.28,s,,n,,,t,m,,d,a,e
1.19,b,t,y,f,,c,g,3.59,2.56,,,n,,,t,f,,g,a,p
8.07,x,h,n,t,p,,n,8.45,17.75,,,n,,w,t,p,,d,a,e
9.25,x,,n,t,,,w,11.49,17.37,b,,w,u,w,t,g,,d,u,e
6.68,x,l,w,f,d,,w,3.46,8.78,,,w,,,f,f,,d,u,e
11.89,f,e,b,f,,c,b,5.84,23.72,,,w,,,t,f,,d,a,e
4.79,x,,n,f,x,c,w,8.29,10.78,b,,n,,w,t,,,d,s,e
17.36,s,k,w,t,d,d,w,7.2,28.8,,,w,,,f,f,,d,w,p
1.86,b,,n,f,a,,g,5.0,1.89,,s,g,,,f,f,,d,a,p
3.8,s,d,o,f,d,c,o,3.18,5.92,,,o,,,f,f,,h,u,p
11.41,p,s,n,t,e,,g,11.35,17.38,s,,w,,,t,l,,m,u,e
5.18,x,s,r,t,s,d,w,5.49,13.52,r,i,w,,,f,f,,d,u,p
4.95,f,,y,f,s,d,y,6.9,16.03,,i,y,,,f,f,,d,a,p
6.69,x,h,n,f,x,c,n,6.31,5.89,,s,n,,,t,r,,d,u,e
2.59,x,d,p,f,a,c,e,4.17,5.92,,,o,,,f,f,,g,u,e
6.71,x,l,w,f,d,,w,3.45,7.81,,,w,,,f,f,,d,u,e
6.32,x,h,n,f,x,c,w,6.02,6.57,,y,n,,,t,r,,d,a,e
6.97,f,t,y,f,x,c,y,5.61,15.53,,,y,,,f,f,,d,a,p
5.99,x,,w,f,e,,w,5.94,12.5,b,,w,u,w,t,g,,d,u,e
8.65,p,y,n,f,,,k,14.1,17.47,,,w,,,f,f,,d,a,p
3.31,f,s,w,f,d,d,w,2.96,5.28,,,w,,,f,f,,g,a,e
6.27,f,w,p,f,s,c,p,4.63,9.5,,,p,,,f,f,,d,a,p
3.08,f,,u,f,a,c,w,3.68,3.59,,i,u,,,f,f,,p,a,p
0.61,b,t,y,f,,c,g,2.99,2.28,,,n,,,t,f,,m,a,p
3.0,f,s,g,f,d,c,w,3.37,8.69,,,w,,,f,f,,g,a,p
3.62,p,,n,f,f,f,f,5.14,17.27,,,n,,,f,f,,d,s,e
3.51,f,d,n,t,d,c,p,3.7,4.83,,,n,,,f,f,,d,a,e
3.77,b,g,w,f,x,d,w,4.0,2.76,,,y,,,f,f,,g,u,e
3.24,s,,u,f,a,,w,3.76,7.15,,,y,,,f,f,,d,u,p
6.12,x,s,b,f,x,c,w,7.0,10.12,,s,n,,,f,f,,l,a,e
3.76,b,y,n,f,,c,n,6.79,2.95,,,w,,,f,f,,d,a,e
3.76,x,s,o,f,a,c,e,4.53,6.23,,,e,,,f,f,,g,w,e
