CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2.9,998.0,150.0,9.9,972.0,345.0,806.0,153.0,984.0,1090.0,6.8,36.1,0.3575
2.3,1199.0,150.0,8.4,916.0,350.0,613.0,174.0,1227.0,1435.0,13.8,49.6,0.7793
1.4,1058.0,92.0,6.3,824.0,95.0,993.0,99.0,1411.0,971.0,14.1,46.0,0.7363
2.0,1051.0,150.0,9.3,950.0,196.0,802.0,138.0,1593.0,1040.0,28.8,33.0,1.2825
0.8,898.0,69.0,3.3,669.0,46.0,1163.0,52.0,1386.0,807.0,10.8,70.3,0.9092
2.3,1296.0,150.0,11.0,1014.0,323.0,543.0,142.0,1401.0,1305.0,22.9,35.2,0.9694
2.4,1116.0,150.0,14.1,1120.0,150.0,724.0,124.0,1854.0,1035.0,34.8,22.8,1.2488
1.2,939.0,150.0,2.8,637.0,129.0,960.0,106.0,883.0,607.0,7.1,47.9,0.4867
1.3,877.0,150.0,6.7,844.0,112.0,1048.0,43.0,1193.0,669.0,21.1,27.7,0.6853
3.4,1343.0,340.0,16.2,1185.0,237.0,760.0,132.0,1857.0,1311.0,12.0,62.9,0.8803
1.6,1110.0,150.0,7.4,872.0,308.0,822.0,150.0,971.0,1393.0,10.1,34.4,0.4249
2.7,1244.0,150.0,15.4,1162.0,162.0,765.0,123.0,1735.0,1189.0,30.0,20.0,0.8338
2.3,1076.0,451.0,11.6,1034.0,150.0,964.0,101.0,1544.0,813.0,21.3,24.2,0.606
0.5,858.0,29.0,0.9,490.0,18.0,1707.0,28.0,1212.0,378.0,9.3,72.3,0.8496
1.8,1100.0,150.0,9.1,944.0,180.0,730.0,109.0,1524.0,882.0,32.8,28.2,1.3842
2.2,1332.0,129.0,8.6,923.0,144.0,952.0,98.0,1614.0,1225.0,14.5,53.1,0.8728
1.6,1030.0,150.0,7.9,897.0,71.0,733.0,73.0,1592.0,668.0,35.3,29.4,1.6577
1.8,813.0,150.0,2.8,639.0,25.0,1267.0,22.0,1538.0,655.0,19.8,64.7,1.4769
0.4,813.0,150.0,3.1,656.0,180.0,1070.0,109.0,1332.0,603.0,22.0,42.6,1.1146
1.1,906.0,150.0,5.5,790.0,51.0,936.0,85.0,1430.0,729.0,29.4,30.5,1.2288
1.6,1096.0,150.0,5.3,777.0,248.0,767.0,148.0,1107.0,961.0,6.1,66.0,0.6255
3.1,1063.0,150.0,8.2,909.0,355.0,806.0,209.0,1463.0,963.0,17.8,49.6,0.9954
3.3,1364.0,150.0,16.7,1202.0,198.0,771.0,135.0,1875.0,1250.0,16.3,47.1,0.864
0.6,831.0,150.0,3.7,695.0,30.0,1033.0,51.0,1355.0,658.0,23.5,38.3,1.0972
2.2,1063.0,150.0,8.2,909.0,329.0,806.0,138.0,1463.0,963.0,17.8,49.6,0.9954
2.6,1349.0,295.0,11.2,1023.0,171.0,804.0,114.0,1748.0,1054.0,13.6,69.2,1.0746
1.8,1021.0,150.0,7.3,871.0,93.0,938.0,81.0,1586.0,805.0,14.1,64.9,1.0405
0.4,817.0,150.0,0.7,462.0,89.0,1378.0,66.0,732.0,308.0,2.5,52.7,0.3908
5.5,1327.0,150.0,17.3,1219.0,579.0,582.0,175.0,1453.0,1366.0,4.7,83.4,0.7177
0.9,938.0,150.0,3.4,679.0,118.0,829.0,80.0,1144.0,798.0,13.0,70.2,1.0457
1.8,1118.0,150.0,9.8,970.0,180.0,837.0,109.0,1705.0,1019.0,13.4,67.4,1.0292
4.2,1176.0,150.0,15.4,1162.0,468.0,600.0,224.0,1137.0,1363.0,6.1,33.3,0.3152
2.9,1163.0,150.0,9.4,954.0,388.0,600.0,157.0,1369.0,1118.0,17.6,54.4,1.0839
2.2,1205.0,150.0,10.7,1002.0,385.0,612.0,212.0,1299.0,1214.0,8.5,66.3,0.7387
0.7,812.0,150.0,3.2,663.0,18.0,982.0,34.0,1265.0,709.0,22.8,41.3,1.1284
3.1,1211.0,150.0,14.8,1143.0,269.0,632.0,157.0,1860.0,1331.0,24.2,48.5,1.4452
0.9,927.0,150.0,3.3,671.0,135.0,2009.0,74.0,1098.0,792.0,8.9,79.2,0.9067
3.6,1496.0,509.0,19.8,1292.0,178.0,680.0,145.0,1878.0,1300.0,27.3,30.0,1.0752
6.1,1567.0,150.0,28.0,1502.0,959.0,399.0,205.0,1848.0,1913.0,5.0,69.4,0.6118
3.8,1337.0,150.0,17.7,1231.0,647.0,505.0,185.0,1518.0,1611.0,14.7,52.3,0.8687
1.3,1020.0,70.0,4.3,727.0,81.0,1153.0,85.0,1391.0,631.0,9.3,75.2,0.8796
0.7,838.0,150.0,2.5,620.0,62.0,1292.0,74.0,1325.0,502.0,21.7,38.3,0.9842
0.6,811.0,150.0,2.5,622.0,52.0,1315.0,60.0,1307.0,432.0,22.3,35.3,0.9371
0.7,851.0,150.0,3.0,655.0,52.0,1051.0,43.0,1301.0,625.0,21.4,57.6,1.4469
5.0,1569.0,798.0,20.7,1316.0,249.0,634.0,139.0,2054.0,1510.0,13.6,65.3,1.0136
3.9,1388.0,457.0,21.6,1341.0,177.0,702.0,131.0,1955.0,1315.0,23.7,30.2,0.8718
1.7,1032.0,150.0,6.8,848.0,277.0,751.0,71.0,1266.0,972.0,11.4,81.1,1.0928
2.5,1081.0,150.0,13.5,1099.0,113.0,749.0,97.0,1854.0,1087.0,21.8,47.8,1.2325
2.7,1214.0,150.0,8.6,922.0,326.0,741.0,117.0,1273.0,1124.0,13.3,63.3,0.9597
3.5,1230.0,150.0,19.0,1268.0,309.0,698.0,171.0,2049.0,1509.0,28.1,35.2,1.312
1.6,1063.0,150.0,8.2,909.0,237.0,806.0,102.0,1463.0,963.0,17.8,49.6,0.9954
3.9,1392.0,597.0,17.0,1210.0,257.0,689.0,135.0,1792.0,1559.0,18.4,36.9,0.7758
1.2,913.0,150.0,6.4,830.0,173.0,980.0,82.0,1371.0,757.0,20.0,50.7,1.1724
1.5,1040.0,150.0,8.6,923.0,165.0,769.0,69.0,1640.0,1049.0,22.1,66.5,1.7441
2.3,1124.0,150.0,14.0,1118.0,134.0,793.0,105.0,1915.0,1021.0,27.8,35.0,1.282
2.3,1354.0,150.0,13.0,1084.0,369.0,502.0,158.0,1380.0,1651.0,16.7,45.2,0.8506
3.2,1250.0,150.0,13.3,1094.0,500.0,600.0,215.0,1198.0,1629.0,8.5,42.4,0.4716
8.3,1693.0,150.0,31.7,1590.0,1189.0,412.0,178.0,1949.0,2025.0,10.4,79.3,0.9993
1.5,1079.0,150.0,6.9,851.0,93.0,991.0,81.0,1490.0,738.0,25.8,27.7,0.9076
1.8,1126.0,150.0,6.4,828.0,180.0,722.0,109.0,1250.0,955.0,9.6,82.9,0.99
2.7,1184.0,150.0,14.1,1119.0,243.0,594.0,104.0,1806.0,912.0,31.4,35.4,1.5972
2.2,1016.0,150.0,10.5,995.0,117.0,857.0,96.0,1642.0,854.0,13.9,62.7,0.9905
1.8,926.0,150.0,3.9,707.0,180.0,1130.0,109.0,1429.0,532.0,19.3,46.6,1.0298
2.1,1215.0,150.0,8.3,912.0,127.0,948.0,109.0,1547.0,993.0,14.2,58.3,0.938
1.4,1059.0,150.0,5.3,777.0,191.0,797.0,140.0,969.0,774.0,13.5,29.1,0.4486
4.6,1339.0,150.0,24.8,1425.0,332.0,595.0,131.0,2264.0,1495.0,20.5,48.2,1.1474
3.9,1331.0,150.0,15.3,1160.0,456.0,474.0,181.0,1598.0,1419.0,18.5,54.6,1.1515
1.6,1037.0,150.0,8.0,898.0,152.0,793.0,87.0,1539.0,836.0,22.2,64.9,1.719
3.8,1369.0,150.0,18.1,1242.0,310.0,476.0,145.0,1669.0,1306.0,16.4,53.2,0.9826
2.0,980.0,150.0,5.5,790.0,318.0,839.0,185.0,934.0,897.0,5.9,40.2,0.376
1.8,942.0,150.0,4.0,712.0,180.0,979.0,109.0,1303.0,734.0,17.2,66.7,1.2987
3.9,1446.0,150.0,21.2,1328.0,665.0,439.0,168.0,1620.0,1833.0,7.5,64.5,0.6702
1.8,971.0,150.0,4.2,722.0,180.0,949.0,109.0,1472.0,804.0,20.5,81.5,1.936
1.8,964.0,150.0,8.6,923.0,87.0,834.0,92.0,1590.0,782.0,35.4,24.8,1.4017
2.0,1203.0,150.0,11.9,1046.0,223.0,621.0,74.0,1664.0,1103.0,23.9,59.2,1.7327
0.8,949.0,25.0,1.4,540.0,180.0,1457.0,109.0,1104.0,747.0,11.7,38.7,0.5298
1.1,884.0,150.0,2.2,599.0,180.0,1065.0,109.0,813.0,503.0,3.1,45.2,0.3504
1.8,992.0,150.0,5.4,783.0,180.0,988.0,109.0,1527.0,663.0,14.6,68.2,1.1282
2.5,1367.0,92.0,8.6,925.0,128.0,953.0,104.0,1543.0,1337.0,12.5,58.9,0.8537
2.3,1113.0,150.0,13.1,1086.0,138.0,882.0,119.0,1584.0,926.0,28.1,21.9,0.8184
1.8,1399.0,150.0,24.5,1416.0,180.0,485.0,109.0,1894.0,1671.0,17.6,64.9,1.2925
2.2,1063.0,150.0,8.2,909.0,76.0,806.0,83.0,1463.0,963.0,17.8,49.6,0.9954
1.5,951.0,150.0,7.4,875.0,51.0,856.0,68.0,1406.0,600.0,34.9,20.9,1.1463
1.7,1037.0,150.0,5.2,771.0,233.0,784.0,122.0,1004.0,1029.0,2.3,75.1,0.5514
1.5,1172.0,150.0,6.0,813.0,339.0,774.0,152.0,1233.0,1118.0,10.3,74.0,0.9237
3.5,1346.0,150.0,17.5,1224.0,202.0,715.0,146.0,1794.0,1272.0,23.9,29.4,0.8589
0.9,854.0,48.0,3.1,658.0,42.0,1409.0,46.0,1108.0,369.0,22.0,19.0,0.4969
2.9,1383.0,150.0,11.2,1020.0,243.0,1008.0,135.0,1719.0,1104.0,9.8,67.6,0.8185
7.6,1973.0,577.0,38.4,1737.0,411.0,617.0,194.0,2414.0,2306.0,23.1,26.5,0.7403
1.7,1135.0,95.0,6.3,827.0,87.0,1013.0,79.0,1395.0,1070.0,9.3,62.2,0.7294
5.6,1426.0,150.0,31.1,1577.0,566.0,521.0,200.0,2080.0,1648.0,30.5,29.2,1.2585
2.6,1190.0,150.0,11.4,1028.0,355.0,654.0,129.0,1287.0,1329.0,10.7,59.8,0.7674
1.7,1079.0,150.0,11.8,1042.0,87.0,697.0,116.0,1773.0,846.0,30.5,38.2,1.6376
1.2,886.0,150.0,5.1,767.0,68.0,1055.0,79.0,1532.0,702.0,21.6,46.0,1.1742
0.3,925.0,150.0,2.3,609.0,26.0,1168.0,35.0,1363.0,533.0,17.3,54.1,1.0582
1.3,985.0,150.0,6.3,826.0,66.0,808.0,71.0,1544.0,621.0,35.3,28.5,1.6034
0.7,967.0,150.0,5.1,767.0,132.0,833.0,56.0,1416.0,866.0,16.8,81.3,1.5447
1.6,970.0,150.0,7.4,873.0,88.0,859.0,114.0,1423.0,606.0,38.1,22.0,1.4402
3.4,1083.0,150.0,17.9,1237.0,210.0,737.0,129.0,1786.0,1077.0,29.9,19.8,0.8211
1.8,905.0,150.0,8.6,923.0,180.0,1025.0,109.0,1582.0,707.0,28.7,27.7,1.071
1.8,1026.0,150.0,16.2,1186.0,235.0,719.0,148.0,1662.0,1138.0,31.4,18.6,0.8398
1.7,1080.0,150.0,7.9,896.0,212.0,1075.0,75.0,1262.0,1033.0,11.6,72.5,0.9916
1.3,902.0,150.0,5.0,761.0,222.0,1048.0,126.0,872.0,868.0,5.3,42.3,0.3806
0.7,1050.0,150.0,3.6,690.0,127.0,761.0,71.0,1223.0,867.0,14.2,68.3,1.0988
2.7,1196.0,150.0,11.0,1014.0,375.0,643.0,192.0,1101.0,1334.0,5.4,43.8,0.3945
1.8,759.0,150.0,0.2,399.0,19.0,1696.0,19.0,749.0,288.0,4.3,51.6,0.4323
1.8,944.0,150.0,3.4,677.0,180.0,1140.0,109.0,1436.0,501.0,17.1,55.5,1.0724
1.8,830.0,150.0,3.2,662.0,30.0,1217.0,31.0,1556.0,704.0,18.9,67.8,1.4689
1.8,902.0,150.0,3.9,706.0,180.0,877.0,109.0,1463.0,708.0,22.0,62.3,1.6266
3.5,1293.0,150.0,17.9,1236.0,710.0,784.0,178.0,1370.0,1872.0,12.7,44.4,0.6512
1.8,1010.0,150.0,7.1,863.0,265.0,915.0,95.0,1257.0,886.0,15.2,51.0,0.8762
1.2,973.0,150.0,4.7,748.0,190.0,878.0,97.0,968.0,991.0,4.7,57.2,0.4932
4.8,1315.0,150.0,22.9,1375.0,845.0,526.0,137.0,1576.0,1549.0,6.7,72.6,0.718
0.6,962.0,150.0,5.8,803.0,43.0,853.0,60.0,1507.0,1066.0,27.5,34.0,1.231
3.8,1438.0,150.0,22.8,1374.0,689.0,435.0,231.0,1640.0,1705.0,12.9,48.8,0.725
6.5,1626.0,150.0,29.1,1531.0,782.0,371.0,234.0,1937.0,2000.0,16.7,43.4,0.8168
1.3,912.0,150.0,7.4,873.0,89.0,946.0,86.0,1436.0,614.0,36.6,15.2,0.9177
4.0,1305.0,150.0,16.3,1188.0,180.0,546.0,109.0,1843.0,1524.0,31.0,33.1,1.462
5.3,1606.0,150.0,30.9,1573.0,688.0,419.0,175.0,2165.0,1900.0,24.9,50.0,1.5522
1.8,1336.0,150.0,23.3,1385.0,180.0,477.0,109.0,2133.0,1357.0,22.6,60.3,1.6287
2.4,1146.0,150.0,10.2,985.0,304.0,650.0,206.0,1236.0,952.0,5.8,72.5,0.6718
1.1,883.0,150.0,4.4,731.0,56.0,988.0,87.0,1384.0,693.0,30.6,28.4,1.2247
3.0,1251.0,411.0,18.0,1238.0,150.0,773.0,107.0,1779.0,1109.0,28.2,20.4,0.7677
6.7,1571.0,150.0,31.8,1593.0,615.0,469.0,173.0,2409.0,1686.0,25.1,55.8,1.7511
0.3,920.0,150.0,4.3,730.0,43.0,944.0,55.0,1393.0,842.0,26.8,32.3,1.1235
0.5,827.0,150.0,3.1,656.0,55.0,1075.0,60.0,1447.0,722.0,24.0,46.4,1.3689
0.9,868.0,150.0,5.1,771.0,51.0,840.0,43.0,1608.0,860.0,22.9,62.6,1.7253
3.9,1316.0,150.0,17.6,1228.0,484.0,540.0,174.0,1610.0,1413.0,17.6,53.1,1.0596
1.5,1037.0,150.0,8.1,902.0,196.0,704.0,48.0,1481.0,984.0,17.5,76.6,1.5174
1.5,1039.0,150.0,6.9,855.0,341.0,783.0,140.0,1025.0,1210.0,3.4,58.5,0.4608
2.3,1192.0,150.0,10.0,978.0,415.0,638.0,113.0,1273.0,1210.0,6.7,77.1,0.7597
2.7,1251.0,456.0,14.0,1116.0,143.0,760.0,116.0,1716.0,923.0,17.5,40.6,0.8068
0.4,771.0,150.0,1.4,533.0,180.0,1566.0,109.0,1110.0,360.0,17.4,30.2,0.5945
1.2,1069.0,150.0,7.7,887.0,70.0,859.0,84.0,1542.0,1041.0,19.3,43.0,0.9535
1.3,966.0,150.0,4.9,760.0,302.0,877.0,200.0,890.0,940.0,7.5,39.2,0.4091
0.7,961.0,150.0,2.6,629.0,104.0,1011.0,69.0,1114.0,682.0,12.3,62.7,0.8947
2.5,1029.0,150.0,13.4,1097.0,155.0,825.0,125.0,1827.0,980.0,27.0,36.7,1.2898
0.7,840.0,31.0,1.6,556.0,41.0,1474.0,58.0,1094.0,366.0,13.7,38.3,0.5957
1.5,1080.0,150.0,8.1,902.0,180.0,702.0,109.0,1516.0,1048.0,27.8,40.7,1.5002
1.5,1138.0,150.0,9.0,938.0,147.0,700.0,87.0,1500.0,1098.0,22.1,61.3,1.6053
4.3,1347.0,150.0,23.2,1382.0,180.0,529.0,109.0,1961.0,1543.0,37.0,23.6,1.4639
5.5,1693.0,787.0,25.4,1439.0,271.0,618.0,168.0,2083.0,1723.0,19.4,42.5,0.9483
2.0,1076.0,150.0,12.2,1055.0,146.0,817.0,109.0,1734.0,993.0,34.4,21.0,1.1248
1.8,1362.0,150.0,17.5,1225.0,252.0,551.0,158.0,2003.0,1826.0,28.1,42.0,1.5735
1.5,933.0,150.0,4.1,714.0,227.0,899.0,133.0,927.0,706.0,6.7,49.5,0.4892
0.3,901.0,150.0,5.1,767.0,180.0,961.0,109.0,944.0,965.0,4.2,53.6,0.4454
2.2,1123.0,150.0,14.5,1134.0,169.0,711.0,92.0,1922.0,1170.0,20.8,52.6,1.2758
1.9,949.0,150.0,12.6,1069.0,144.0,819.0,106.0,1547.0,905.0,35.1,15.0,0.8381
1.6,962.0,150.0,7.8,891.0,53.0,813.0,73.0,1442.0,634.0,30.8,26.5,1.1603
2.5,1086.0,150.0,14.9,1145.0,154.0,737.0,125.0,1717.0,1426.0,30.4,23.2,0.9889
1.1,962.0,150.0,5.9,808.0,99.0,866.0,74.0,1430.0,868.0,22.6,56.3,1.5233
2.4,1003.0,150.0,10.9,1009.0,181.0,823.0,96.0,1710.0,1015.0,25.3,35.8,1.1421
1.8,977.0,150.0,5.7,800.0,180.0,990.0,109.0,1474.0,926.0,12.2,64.1,0.9062
3.2,1224.0,150.0,19.0,1268.0,295.0,605.0,110.0,2046.0,1478.0,21.7,49.6,1.2673
1.6,1055.0,150.0,10.0,977.0,326.0,703.0,61.0,1506.0,1013.0,15.5,77.2,1.3502
2.4,1105.0,150.0,11.9,1046.0,146.0,777.0,137.0,1751.0,1102.0,29.0,33.6,1.3277
1.7,1063.0,150.0,8.2,909.0,294.0,806.0,122.0,1463.0,963.0,17.8,49.6,0.9954
9.5,1908.0,150.0,52.1,2007.0,952.0,325.0,180.0,2775.0,2372.0,22.5,61.5,1.6579
3.1,1472.0,422.0,14.3,1126.0,211.0,720.0,106.0,1816.0,1460.0,17.0,50.5,0.9684
1.6,1124.0,150.0,9.8,972.0,279.0,674.0,69.0,1568.0,1092.0,18.8,71.8,1.5372
1.8,1054.0,150.0,8.9,936.0,86.0,915.0,54.0,1791.0,962.0,24.3,49.0,1.4724
3.4,1483.0,150.0,17.4,1222.0,318.0,597.0,109.0,2054.0,1529.0,17.4,68.9,1.3557
1.8,1072.0,150.0,6.4,831.0,180.0,757.0,109.0,1677.0,857.0,30.3,47.3,2.0034
2.8,1153.0,150.0,10.1,981.0,424.0,666.0,202.0,1097.0,1273.0,8.0,41.3,0.4448
1.8,1063.0,150.0,8.2,909.0,180.0,806.0,109.0,1463.0,963.0,17.8,49.6,0.9954
3.0,1093.0,150.0,15.5,1163.0,189.0,717.0,160.0,1705.0,1139.0,29.7,25.0,1.0246
1.8,860.0,150.0,2.5,623.0,51.0,1097.0,59.0,1466.0,552.0,25.3,47.6,1.5159
1.8,1100.0,150.0,11.0,1014.0,108.0,761.0,126.0,1533.0,959.0,40.5,14.9,1.114
1.8,1264.0,150.0,18.1,1244.0,235.0,584.0,167.0,1972.0,1496.0,32.2,32.6,1.5412
3.9,1491.0,150.0,23.6,1392.0,190.0,630.0,128.0,2149.0,1473.0,26.4,34.6,1.1724
2.4,1409.0,150.0,17.4,1223.0,479.0,475.0,145.0,1640.0,1538.0,14.1,65.9,1.0552
3.7,1303.0,150.0,19.7,1288.0,202.0,618.0,114.0,2116.0,1236.0,16.8,66.8,1.2691
2.6,1165.0,150.0,14.5,1131.0,332.0,609.0,99.0,1640.0,1196.0,21.6,53.6,1.3669
0.8,910.0,150.0,1.2,518.0,66.0,1130.0,59.0,936.0,404.0,5.7,70.3,0.6498
1.8,903.0,150.0,7.4,872.0,180.0,855.0,109.0,1108.0,987.0,7.9,61.4,0.6582
1.0,961.0,150.0,5.8,803.0,23.0,852.0,34.0,1552.0,618.0,37.1,27.2,1.6874
0.3,730.0,150.0,0.8,477.0,180.0,1433.0,109.0,950.0,420.0,7.9,68.0,0.7265
4.5,1374.0,150.0,20.2,1303.0,232.0,636.0,148.0,2036.0,1457.0,20.3,44.4,1.0457
1.9,1134.0,150.0,8.3,912.0,336.0,707.0,182.0,999.0,1376.0,6.3,40.1,0.3842
1.8,1156.0,150.0,14.3,1127.0,180.0,616.0,109.0,1767.0,1295.0,34.1,28.8,1.5105
3.1,1314.0,150.0,13.5,1101.0,472.0,539.0,190.0,1374.0,1729.0,21.9,29.3,0.7568
1.2,1063.0,150.0,8.2,909.0,74.0,806.0,85.0,1463.0,963.0,17.8,49.6,0.9954
0.3,1057.0,150.0,2.8,641.0,170.0,803.0,110.0,1103.0,616.0,17.2,46.2,0.8989
5.9,1063.0,150.0,8.2,909.0,700.0,806.0,296.0,1463.0,963.0,17.8,49.6,0.9954
4.5,1368.0,150.0,21.4,1334.0,660.0,529.0,173.0,1547.0,1653.0,13.8,48.9,0.7699
1.0,867.0,150.0,4.6,744.0,130.0,1067.0,52.0,1207.0,594.0,16.9,47.7,0.9142
1.1,919.0,150.0,7.5,880.0,70.0,915.0,86.0,1628.0,1013.0,24.2,39.5,1.1764
4.0,1025.0,150.0,16.7,1202.0,515.0,691.0,194.0,1263.0,1191.0,12.7,28.9,0.4233
1.8,1694.0,150.0,41.6,1805.0,180.0,391.0,109.0,2523.0,1882.0,26.0,43.9,1.4562
1.4,1096.0,150.0,8.1,903.0,107.0,732.0,52.0,1560.0,857.0,23.8,60.2,1.7515
3.4,1270.0,150.0,14.0,1117.0,542.0,586.0,101.0,1528.0,1290.0,13.1,78.7,1.1817
1.8,964.0,150.0,6.5,833.0,180.0,1003.0,109.0,1489.0,647.0,20.0,40.4,0.9354
1.5,1019.0,150.0,8.3,913.0,78.0,840.0,94.0,1428.0,759.0,36.9,17.2,1.0576
2.0,1256.0,150.0,10.2,986.0,407.0,612.0,157.0,1240.0,1413.0,15.7,34.5,0.6111
1.5,1047.0,150.0,6.7,844.0,363.0,784.0,196.0,979.0,987.0,6.1,39.9,0.3781
0.6,790.0,150.0,0.6,455.0,180.0,1376.0,109.0,751.0,336.0,1.6,52.9,0.3692
1.2,1044.0,100.0,5.1,770.0,85.0,1031.0,70.0,1425.0,944.0,11.5,63.9,0.8652
5.4,1063.0,150.0,8.2,909.0,747.0,806.0,291.0,1463.0,963.0,17.8,49.6,0.9954
1.7,1021.0,150.0,6.6,839.0,298.0,771.0,153.0,1084.0,914.0,13.0,40.3,0.6028
7.5,1818.0,150.0,35.5,1675.0,847.0,330.0,232.0,2143.0,2129.0,18.8,49.1,1.0538
4.0,1321.0,150.0,19.5,1281.0,858.0,557.0,198.0,1442.0,1650.0,17.4,32.7,0.6422
0.4,802.0,150.0,1.7,559.0,180.0,1232.0,109.0,1414.0,478.0,25.0,56.0,1.7428
5.0,1569.0,150.0,29.8,1547.0,601.0,435.0,144.0,2016.0,1736.0,24.7,43.6,1.3396
4.0,1209.0,150.0,18.8,1262.0,614.0,618.0,135.0,1708.0,1392.0,16.9,50.3,0.958
0.8,938.0,150.0,3.0,653.0,161.0,970.0,95.0,1100.0,747.0,12.3,60.1,0.8562
4.5,1512.0,150.0,23.3,1386.0,505.0,425.0,198.0,1831.0,1602.0,20.9,39.3,0.9615
1.8,1141.0,150.0,12.0,1049.0,180.0,675.0,109.0,1530.0,1117.0,21.0,46.8,1.1508
1.4,997.0,112.0,6.1,817.0,84.0,1030.0,79.0,1426.0,626.0,14.4,51.8,0.8433
0.7,878.0,150.0,5.2,774.0,27.0,1065.0,42.0,1527.0,552.0,23.9,45.6,1.3328
1.8,886.0,150.0,3.1,658.0,180.0,1101.0,109.0,1234.0,647.0,20.5,48.4,1.1557
2.5,1231.0,150.0,9.6,962.0,412.0,625.0,151.0,1348.0,1192.0,14.4,58.2,0.9495
1.8,1147.0,56.0,6.2,821.0,109.0,1132.0,83.0,1412.0,992.0,7.0,71.1,0.7158
1.7,1042.0,150.0,9.0,939.0,108.0,917.0,89.0,1744.0,860.0,30.4,31.3,1.3331
1.4,1146.0,156.0,8.6,923.0,79.0,845.0,96.0,1575.0,1166.0,19.6,49.8,1.1221
0.5,849.0,150.0,2.4,615.0,31.0,1285.0,44.0,1276.0,461.0,17.2,43.1,0.8394
1.8,894.0,150.0,4.9,761.0,36.0,862.0,48.0,1504.0,768.0,23.0,49.9,1.3849
0.5,941.0,150.0,3.6,687.0,50.0,1024.0,59.0,1374.0,777.0,15.8,53.8,0.9615
2.8,1182.0,150.0,12.6,1071.0,395.0,617.0,204.0,1187.0,1298.0,9.7,36.0,0.4333
1.6,974.0,150.0,4.9,757.0,254.0,886.0,155.0,884.0,723.0,6.0,42.0,0.3962
1.8,997.0,150.0,5.9,808.0,180.0,870.0,109.0,1447.0,662.0,38.8,19.1,1.3035
2.8,1316.0,150.0,9.9,974.0,188.0,883.0,123.0,1673.0,1272.0,17.4,49.1,0.9688
3.3,1332.0,150.0,18.1,1242.0,460.0,524.0,138.0,1716.0,1608.0,17.9,66.3,1.3499
1.8,915.0,150.0,6.4,828.0,90.0,928.0,87.0,1474.0,630.0,31.7,25.6,1.179
0.9,921.0,150.0,5.6,792.0,72.0,943.0,72.0,1595.0,799.0,23.5,47.6,1.3611
1.2,895.0,150.0,5.2,776.0,178.0,1024.0,82.0,1274.0,640.0,26.6,30.7,1.0501
3.4,1192.0,150.0,14.8,1143.0,166.0,740.0,123.0,1767.0,1108.0,17.6,43.7,0.8698
3.1,1310.0,150.0,12.9,1082.0,621.0,555.0,267.0,1400.0,1254.0,4.1,82.5,0.6819
1.7,1089.0,87.0,7.6,884.0,89.0,1006.0,101.0,1487.0,975.0,12.6,54.2,0.7881
1.5,1392.0,150.0,15.1,1153.0,757.0,542.0,198.0,1395.0,1506.0,7.1,77.3,0.7826
1.8,1038.0,150.0,9.6,961.0,180.0,1026.0,109.0,1530.0,949.0,19.4,38.1,0.8511
1.9,1193.0,150.0,13.0,1085.0,146.0,610.0,110.0,1947.0,1097.0,25.7,58.9,1.9156
0.8,889.0,21.0,1.9,574.0,180.0,1680.0,109.0,1187.0,512.0,7.0,62.3,0.6261
1.8,1141.0,150.0,8.8,932.0,226.0,689.0,71.0,1595.0,1014.0,22.0,67.0,1.7441
2.5,1127.0,210.0,11.2,1022.0,159.0,871.0,129.0,1534.0,921.0,16.1,35.0,0.6372
2.2,1148.0,150.0,12.4,1062.0,128.0,753.0,87.0,1825.0,1004.0,21.2,49.3,1.2271
1.4,1203.0,150.0,7.3,870.0,274.0,641.0,156.0,1103.0,1427.0,4.6,67.6,0.5778
3.4,1164.0,150.0,15.0,1148.0,224.0,741.0,127.0,1824.0,1130.0,16.0,50.9,0.9211
2.4,1172.0,150.0,10.0,977.0,280.0,657.0,177.0,1160.0,1047.0,8.4,45.2,0.4977
4.6,1533.0,150.0,29.9,1549.0,226.0,573.0,140.0,2233.0,1571.0,24.4,31.6,0.9545
0.2,815.0,150.0,4.2,723.0,41.0,1378.0,46.0,1256.0,471.0,32.0,15.0,0.7028
3.3,1303.0,150.0,15.1,1153.0,558.0,575.0,116.0,1520.0,1582.0,13.3,68.8,1.0505
1.8,840.0,150.0,1.2,515.0,72.0,1235.0,57.0,941.0,563.0,5.0,75.0,0.6627
2.6,1129.0,150.0,14.6,1137.0,151.0,606.0,114.0,1952.0,1220.0,27.7,49.9,1.8189
1.8,1322.0,150.0,18.4,1250.0,160.0,562.0,102.0,1999.0,1556.0,24.2,46.4,1.3834
6.2,1722.0,1042.0,31.9,1595.0,378.0,539.0,119.0,2439.0,1798.0,11.9,60.9,0.8455
2.4,1063.0,150.0,8.2,909.0,255.0,806.0,164.0,1463.0,963.0,17.8,49.6,0.9954
1.3,1167.0,150.0,8.2,907.0,211.0,681.0,55.0,1548.0,1082.0,20.6,67.5,1.621
4.9,1506.0,150.0,27.8,1499.0,267.0,506.0,207.0,2485.0,2043.0,33.5,38.0,1.939
1.9,1084.0,150.0,8.6,923.0,312.0,712.0,149.0,1085.0,1046.0,12.9,31.8,0.4707
