holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,year,month,day,hour,dayofweek
,292.15,0.0,0.0,1,Clear,sky is clear,469,2017,6,9,1,4
,292.82,0.0,0.0,40,Rain,light rain,369,2018,6,19,3,1
,263.7,0.0,0.0,20,Clouds,few clouds,346,2014,3,25,3,1
,305.26,0.0,0.0,12,Clouds,few clouds,6659,2013,7,17,17,2
,296.83,1.27,0.0,75,Mist,mist,325,2015,9,2,2,2
,295.14,0.0,0.0,24,Clouds,few clouds,670,2013,7,13,2,5
,291.72,0.0,0.0,1,Clear,sky is clear,4932,2018,5,7,9,0
,281.95,0.0,0.0,90,Clouds,overcast clouds,5159,2013,5,10,18,4
,270.45,0.0,0.0,90,Snow,heavy snow,6574,2013,3,19,7,1
,290.98,0.0,0.0,1,Clear,sky is clear,2264,2015,9,26,23,5
,275.02,0.0,0.0,90,Mist,mist,4695,2012,10,26,10,4
,278.29,0.0,0.0,1,Clear,sky is clear,288,2016,3,22,2,1
,295.07,0.0,0.0,80,Clouds,broken clouds,5330,2016,8,19,12,4
,290.22,0.0,0.0,90,Rain,light rain,6763,2014,7,14,16,0
,256.89,0.0,0.0,1,Clear,sky is clear,949,2018,1,11,23,3
,274.28,0.0,0.0,90,Snow,light snow,5608,2017,1,31,6,1
,293.52,0.0,0.0,75,Clouds,broken clouds,4185,2017,6,26,18,0
,294.68,0.0,0.0,1,Clear,sky is clear,4734,2018,8,22,11,2
,288.35,0.0,0.0,1,Clear,sky is clear,2925,2016,8,25,5,3
,292.64,0.0,0.0,90,Rain,light intensity shower rain,4695,2016,6,3,10,4
,299.59,0.25,0.0,75,Rain,light rain,3601,2018,9,2,18,6
,269.42,0.0,0.0,90,Mist,mist,4631,2013,3,15,9,4
,287.45,0.0,0.0,88,Clouds,overcast clouds,1194,2014,7,1,23,1
,276.894,0.0,0.0,0,Clear,Sky is Clear,2276,2016,10,30,9,6
,286.66,0.76,0.0,92,Mist,mist,4769,2013,6,10,9,0
,248.15,0.0,0.0,1,Clear,sky is clear,959,2014,1,8,23,2
,281.79,0.0,0.0,90,Drizzle,drizzle,1776,2016,3,15,22,1
,295.52,7.54,0.0,76,Mist,mist,380,2013,6,22,3,5
,295.89,0.0,0.0,0,Clear,Sky is Clear,4721,2013,8,10,14,5
,267.72,0.25,0.0,90,Rain,light rain,3901,2014,3,24,10,0
,262.61,0.0,0.0,1,Clear,sky is clear,267,2016,2,17,2,2
,272.58,0.0,0.0,1,Mist,mist,664,2016,1,30,2,5
,274.49,0.0,0.0,1,Fog,fog,808,2017,4,21,4,4
,271.02,0.0,0.0,1,Clear,sky is clear,6255,2017,2,13,8,0
,274.67,0.0,0.0,75,Clouds,broken clouds,4490,2013,11,25,10,0
,302.99,0.0,0.0,75,Rain,moderate rain,5494,2016,7,5,16,1
,288.47,0.0,0.0,1,Clear,sky is clear,917,2016,6,1,4,2
,271.65,0.0,0.0,90,Mist,mist,2174,2016,2,1,21,0
,277.66,0.0,0.0,90,Clouds,overcast clouds,389,2014,3,11,3,1
,285.08,0.0,0.0,1,Clear,sky is clear,561,2013,5,7,0,1
,291.91,0.0,0.0,0,Clear,Sky is Clear,387,2013,7,5,2,4
,268.69,0.0,0.0,40,Clouds,scattered clouds,1753,2013,3,13,22,2
,270.9,0.0,0.0,90,Haze,haze,2834,2017,2,7,5,1
,275.27,0.0,0.0,90,Drizzle,drizzle,640,2017,1,20,0,4
,271.86,0.0,0.0,1,Clear,sky is clear,4483,2018,4,8,12,6
,289.23,0.0,0.0,75,Mist,mist,1350,2016,7,30,6,5
,275.81,0.0,0.0,90,Rain,light rain,4818,2013,5,4,15,5
,262.17,0.0,0.0,40,Haze,haze,4150,2015,12,31,10,3
,288.13,0.0,0.0,1,Clear,sky is clear,1146,2013,10,9,23,2
,257.64,0.0,0.0,64,Clouds,broken clouds,350,2013,12,12,3,3
,276.793,0.0,0.0,64,Clouds,broken clouds,3281,2014,1,18,10,5
,267.37,0.0,0.0,64,Snow,light snow,4535,2013,12,21,14,5
,273.42,0.0,0.0,90,Clouds,overcast clouds,7154,2017,2,23,16,3
,290.97,1.52,0.0,90,Mist,mist,301,2016,5,26,2,3
,288.69,0.0,0.0,90,Mist,mist,692,2016,5,28,4,5
,251.0,0.0,0.0,1,Clear,sky is clear,3036,2014,2,27,20,3
,278.4,0.0,0.0,1,Clear,sky is clear,2242,2017,2,10,22,4
,289.54,2.03,0.0,92,Mist,mist,2996,2013,8,6,5,1
,270.64,0.0,0.0,90,Clouds,overcast clouds,772,2013,3,25,4,0
,263.65,0.0,0.0,90,Haze,haze,4462,2016,2,8,12,0
,288.69,0.0,0.0,40,Drizzle,light intensity drizzle,4933,2018,5,9,13,2
,280.52,0.0,0.0,1,Clear,sky is clear,2963,2015,10,9,21,4
,290.71,0.25,0.0,90,Rain,light rain,5865,2018,8,28,15,1
,301.27,0.0,0.0,1,Clear,sky is clear,6256,2015,7,23,16,3
,284.88,0.0,0.0,75,Clouds,broken clouds,4830,2017,5,2,13,1
,290.95,0.0,0.0,1,Clear,sky is clear,4508,2017,10,7,16,5
,294.97,0.0,0.0,1,Clear,sky is clear,942,2015,8,9,1,6
,262.01,0.0,0.0,75,Clouds,broken clouds,4763,2017,3,11,10,5
,259.68,0.0,0.0,75,Fog,fog,722,2013,3,8,4,4
,288.72,0.0,0.0,90,Clouds,overcast clouds,1605,2015,8,24,22,0
,259.37,0.0,0.0,1,Clear,sky is clear,2549,2013,11,23,22,5
,286.08,0.0,0.0,40,Rain,proximity shower rain,2704,2017,4,15,21,5
,294.41,0.25,0.0,90,Rain,light rain,2334,2018,9,2,8,6
,284.92,0.0,0.0,1,Clear,sky is clear,1042,2014,5,5,23,0
,295.89,0.0,0.0,75,Thunderstorm,thunderstorm,358,2017,7,12,3,2
,291.4,0.0,0.0,1,Clear,sky is clear,561,2013,10,9,0,2
,273.46,0.0,0.0,90,Snow,light snow,331,2017,4,11,3,1
,282.69,0.0,0.0,40,Clouds,scattered clouds,5738,2013,4,25,14,3
,268.87,0.0,0.0,90,Snow,light snow,1450,2018,4,3,21,1
,291.15,0.0,0.0,1,Haze,haze,5450,2015,7,9,8,3
,266.69,0.0,0.0,90,Clouds,overcast clouds,4913,2013,2,22,14,4
,290.13,0.0,0.0,90,Clouds,overcast clouds,4460,2012,10,9,18,1
,282.2,0.0,0.0,1,Clear,sky is clear,699,2018,9,28,0,4
,259.1,0.0,0.0,40,Clouds,scattered clouds,384,2013,2,7,1,3
,256.36,0.0,0.0,20,Snow,light snow,484,2016,1,12,0,1
,301.08,0.0,0.0,20,Clouds,few clouds,6597,2014,7,22,17,1
,294.43,0.0,0.0,8,Clear,sky is clear,5183,2016,9,30,15,4
,296.24,0.0,0.0,75,Mist,mist,457,2016,7,22,1,4
,284.02,0.0,0.0,90,Rain,moderate rain,4564,2017,10,14,18,5
,297.35,0.0,0.0,40,Clouds,scattered clouds,2581,2016,6,29,20,2
,288.76,0.0,0.0,1,Clear,sky is clear,2772,2015,10,6,20,1
,297.28,0.0,0.0,90,Clouds,overcast clouds,3331,2014,7,4,11,4
,299.06,0.0,0.0,75,Clouds,broken clouds,4669,2014,7,26,12,5
,287.28,0.0,0.0,40,Clouds,scattered clouds,419,2018,6,3,4,6
,289.15,0.0,0.0,1,Clear,sky is clear,3361,2017,9,6,20,2
,282.3,0.0,0.0,90,Clouds,overcast clouds,4648,2015,10,31,15,5
,295.66,0.0,0.0,1,Clear,sky is clear,1485,2015,7,25,23,5
,283.14,0.0,0.0,40,Clouds,scattered clouds,4184,2016,4,10,11,6
,298.64,0.0,0.0,1,Haze,haze,2598,2015,7,4,20,5
,291.35,0.0,0.0,40,Clouds,scattered clouds,379,2015,7,10,3,4
,292.93,0.0,0.0,90,Drizzle,light intensity drizzle,5407,2016,8,24,6,2
,294.21,0.0,0.0,75,Clouds,broken clouds,3544,2014,6,5,19,3
,251.15,0.0,0.0,1,Clear,sky is clear,507,2017,12,26,4,1
,291.05,0.0,0.0,1,Clear,sky is clear,3154,2016,9,14,19,2
,271.72,0.0,0.0,90,Snow,snow,1763,2017,12,4,23,0
,272.49,0.0,0.0,75,Snow,light snow,323,2016,1,7,1,3
,256.67,0.0,0.0,85,Clouds,overcast clouds,3440,2013,2,2,19,5
,273.4,0.0,0.0,40,Clouds,scattered clouds,4832,2017,2,4,14,5
,299.15,0.0,0.0,20,Clouds,few clouds,5698,2018,7,17,17,1
,288.15,0.0,0.0,20,Clouds,few clouds,5368,2016,11,9,15,2
,258.29,0.0,0.0,1,Clear,sky is clear,360,2016,2,5,1,4
,290.26,0.0,0.0,32,Clouds,scattered clouds,382,2013,6,14,2,4
,256.59,0.0,0.0,5,Clear,sky is clear,3185,2017,1,12,19,3
,251.13,0.0,0.0,1,Clear,sky is clear,5133,2013,12,31,16,1
,290.58,0.0,0.0,0,Clear,Sky is Clear,1498,2013,7,5,5,4
,272.68,0.0,0.0,90,Clouds,overcast clouds,4305,2017,11,11,9,5
,288.71,0.86,0.0,90,Mist,mist,4326,2018,9,20,10,3
,293.25,0.25,0.0,75,Drizzle,light intensity drizzle,5063,2015,7,24,8,4
,277.58,0.0,0.0,1,Clear,sky is clear,3716,2017,11,29,19,2
,290.59,0.51,0.0,90,Rain,moderate rain,657,2016,5,24,0,1
,288.22,0.0,0.0,1,Clear,sky is clear,428,2017,8,23,1,2
,276.28,0.0,0.0,90,Mist,mist,4510,2017,1,22,13,6
,296.15,0.0,0.0,90,Thunderstorm,proximity thunderstorm,4941,2016,7,27,15,2
,292.49,0.0,0.0,40,Haze,haze,5246,2016,4,18,9,0
,276.51,0.0,0.0,90,Mist,mist,5906,2017,11,17,15,4
,283.51,0.0,0.0,90,Mist,mist,4460,2016,3,15,18,1
,272.95,0.0,0.0,1,Mist,mist,2825,2018,3,28,5,2
,276.66,1.61,0.0,90,Rain,moderate rain,1485,2014,4,27,8,6
,278.58,0.0,0.0,1,Clear,sky is clear,3298,2013,4,7,10,6
,283.68,0.0,0.0,90,Rain,light rain,2744,2017,3,6,5,0
,286.85,0.0,0.0,90,Rain,light rain,340,2018,5,9,3,2
,289.36,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,516,2018,5,9,0,2
,286.59,0.0,0.0,40,Rain,light rain,5598,2017,4,14,12,4
,295.16,0.0,0.0,40,Clouds,scattered clouds,4772,2016,5,8,14,6
,273.27,0.0,0.0,40,Clouds,scattered clouds,5332,2013,4,26,6,4
,275.09,0.0,0.0,90,Mist,mist,4694,2016,11,18,14,4
,287.18,0.0,0.0,0,Mist,mist,5960,2013,7,12,6,4
,295.12,0.0,0.0,1,Drizzle,light intensity drizzle,2004,2016,9,6,21,1
,282.76,0.0,0.0,90,Clouds,overcast clouds,6527,2013,4,25,15,3
,284.65,0.0,0.0,90,Rain,light rain,337,2016,4,25,3,0
,271.28,0.0,0.0,1,Clear,sky is clear,4671,2016,1,5,12,1
,275.36,0.0,0.0,40,Clouds,scattered clouds,4121,2017,11,19,14,6
,264.0,0.0,0.0,75,Clouds,broken clouds,5821,2016,3,2,6,2
,298.02,0.0,0.0,90,Clouds,overcast clouds,3187,2018,6,24,20,6
,277.0,0.0,0.0,90,Clouds,overcast clouds,6649,2016,1,27,16,2
,275.25,0.0,0.0,20,Clouds,few clouds,1071,2014,5,4,6,6
,258.38,0.0,0.0,1,Clear,sky is clear,6347,2014,2,10,16,0
,261.01,0.0,0.0,90,Snow,light snow,1305,2018,2,8,23,3
,290.08,0.0,0.0,75,Clouds,broken clouds,4958,2015,10,8,12,3
,276.15,0.0,0.0,1,Clear,sky is clear,3596,2017,3,18,19,5
,276.56,0.0,0.0,1,Clear,sky is clear,5269,2016,11,11,8,4
,271.23,0.0,0.0,90,Clouds,overcast clouds,339,2017,11,7,1,1
,271.37,0.0,0.0,90,Snow,light snow,2145,2018,4,8,20,6
,297.79,0.0,0.0,0,Clear,Sky is Clear,3210,2013,6,22,19,5
,299.98,0.0,0.0,40,Thunderstorm,proximity thunderstorm,4871,2015,9,16,18,2
,289.69,0.0,0.0,1,Rain,light rain,413,2016,9,9,1,4
,286.74,0.0,0.0,75,Rain,light rain,5009,2017,4,18,12,1
,272.5,0.0,0.0,90,Clouds,overcast clouds,349,2017,10,31,3,1
,293.26,0.0,0.0,48,Clouds,scattered clouds,785,2013,6,28,4,4
,286.98,0.0,0.0,90,Clouds,overcast clouds,3696,2013,5,18,10,5
,294.24,0.0,0.0,0,Clear,Sky is Clear,1689,2016,8,17,22,2
,270.79,0.0,0.0,5,Clear,sky is clear,4102,2018,4,1,15,6
,297.36,0.0,0.0,75,Clouds,broken clouds,5656,2018,8,7,17,1
,273.61,0.0,0.0,90,Mist,mist,5109,2018,1,22,6,0
,292.96,0.0,0.0,90,Rain,moderate rain,6196,2017,6,22,16,3
,288.14,0.0,0.0,1,Clear,sky is clear,5021,2017,9,8,11,4
,291.31,0.0,0.0,90,Mist,mist,4975,2017,8,9,14,2
,300.28,0.0,0.0,1,Clear,sky is clear,3385,2015,7,18,19,5
,286.81,0.47,0.0,92,Mist,mist,4245,2013,6,10,10,0
,275.35,0.0,0.0,1,Clear,sky is clear,3711,2017,2,27,22,0
,285.65,4.09,0.0,90,Drizzle,light intensity drizzle,3925,2014,6,7,9,5
,289.65,0.0,0.0,1,Clear,sky is clear,5782,2018,7,24,6,1
,284.82,0.0,0.0,75,Clouds,broken clouds,3083,2012,11,22,18,3
,298.31,0.0,0.0,90,Clouds,overcast clouds,3196,2017,9,23,21,5
,293.22,7.25,0.0,90,Rain,heavy intensity rain,626,2015,7,18,2,5
,294.76,0.0,0.0,1,Clear,sky is clear,1469,2015,7,30,23,3
,277.28,0.0,0.0,1,Clear,sky is clear,4490,2016,4,9,21,5
,255.18,0.0,0.0,64,Snow,light snow,271,2013,12,8,4,6
,290.08,0.0,0.0,90,Mist,mist,341,2017,5,17,3,2
,275.64,0.25,0.0,90,Rain,light rain,6421,2014,3,28,16,4
,295.65,0.0,0.0,0,Clear,Sky is Clear,2781,2013,7,20,22,5
,280.81,0.0,0.0,90,Clouds,overcast clouds,5870,2016,11,17,6,3
,270.22,0.0,0.0,90,Clouds,overcast clouds,449,2015,11,23,0,0
,293.79,0.0,0.0,8,Clear,sky is clear,847,2014,7,19,1,5
,292.22,7.29,0.0,75,Rain,heavy intensity rain,374,2015,7,13,1,0
,263.79,0.0,0.0,90,Clouds,overcast clouds,385,2013,1,26,4,5
,301.83,0.0,0.0,1,Clear,sky is clear,4053,2015,8,15,11,5
,280.97,0.0,0.0,87,Mist,mist,436,2012,10,19,1,4
,273.81,0.0,0.0,90,Rain,light rain,4607,2016,11,22,9,1
,286.87,0.0,0.0,1,Clear,sky is clear,2859,2016,9,10,7,5
,263.24,0.0,0.0,1,Mist,mist,4057,2016,1,4,10,0
,291.4,0.0,0.0,1,Clear,sky is clear,604,2015,8,11,0,1
,270.94,0.0,0.0,90,Snow,light snow,4255,2017,12,17,15,6
,276.64,0.0,0.0,90,Rain,light rain,2812,2013,4,18,18,3
,283.84,0.0,0.0,75,Clouds,broken clouds,2147,2015,9,20,8,6
,280.02,0.0,0.0,75,Clouds,broken clouds,5731,2013,5,3,14,4
,275.08,0.0,0.0,90,Drizzle,light intensity drizzle,4779,2017,1,20,9,4
,268.87,0.0,0.0,90,Mist,mist,735,2013,2,8,4,4
,297.22,0.0,0.0,1,Clear,sky is clear,1128,2018,7,4,7,2
,287.73,0.0,0.0,92,Rain,light rain,262,2016,9,23,2,4
,282.68,0.0,0.0,1,Clear,sky is clear,6284,2017,12,1,15,4
,262.34,0.0,0.0,1,Clear,sky is clear,1825,2017,3,12,0,6
,270.41,0.0,0.0,90,Clouds,overcast clouds,749,2013,3,27,4,2
,291.6,0.0,0.0,40,Clouds,scattered clouds,4540,2018,8,21,10,1
,280.68,0.0,0.0,1,Clear,sky is clear,6139,2018,3,27,17,1
,274.58,0.0,0.0,1,Clear,sky is clear,3608,2016,3,20,10,6
,289.66,0.0,0.0,90,Clouds,overcast clouds,4523,2013,9,15,12,6
,292.09,0.25,0.0,12,Rain,light rain,4226,2013,6,12,10,2
,270.47,0.0,0.0,6,Clear,sky is clear,381,2012,11,30,3,4
,281.46,0.0,0.0,1,Clear,sky is clear,1360,2017,4,30,0,6
,296.37,0.0,0.0,40,Clouds,scattered clouds,3167,2018,8,11,22,5
,295.64,0.0,0.0,1,Clear,sky is clear,2784,2014,5,28,21,2
,303.68,0.0,0.0,12,Clouds,few clouds,3238,2013,7,17,20,2
,296.01,0.0,0.0,1,Clear,sky is clear,4357,2017,6,13,10,1
,283.98,0.0,0.0,1,Clear,sky is clear,5031,2015,9,11,9,4
,264.02,0.0,0.0,1,Clear,sky is clear,649,2018,4,8,2,6
,284.79,0.0,0.0,90,Rain,heavy intensity rain,353,2017,5,18,1,3
,285.08,0.0,0.0,90,Clouds,overcast clouds,6258,2017,4,5,17,2
,284.2,0.0,0.0,75,Clouds,broken clouds,4636,2012,10,20,15,5
,287.22,0.0,0.0,1,Clear,sky is clear,5552,2018,5,18,6,4
,295.66,0.0,0.0,12,Clouds,few clouds,3093,2016,8,18,19,3
,268.58,0.0,0.0,90,Clouds,overcast clouds,1242,2018,3,10,6,5
,291.73,0.0,0.0,1,Clear,sky is clear,362,2018,6,6,3,2
,294.14,0.0,0.0,20,Clouds,few clouds,2796,2016,6,5,21,6
,263.14,0.0,0.0,1,Clear,sky is clear,907,2016,2,17,4,2
,273.22,0.0,0.0,1,Clear,sky is clear,866,2017,12,2,1,5
,302.1,0.0,0.0,48,Clouds,scattered clouds,5307,2013,8,23,17,4
,300.78,0.0,0.0,40,Clouds,scattered clouds,4452,2016,8,2,12,1
,288.81,0.0,0.0,90,Rain,light rain,2944,2016,6,4,22,5
,279.568,0.0,0.0,0,Clear,Sky is Clear,4594,2016,10,7,9,4
,294.82,0.6,0.0,90,Mist,mist,790,2014,7,6,6,6
,290.35,0.0,0.0,90,Mist,mist,1665,2017,8,27,7,6
,281.22,0.0,0.0,90,Drizzle,heavy intensity drizzle,6341,2015,11,18,16,2
,259.59,0.0,0.0,90,Snow,light snow,5169,2016,12,12,17,0
,286.88,0.0,0.0,90,Rain,moderate rain,2049,2017,4,14,23,4
,271.36,0.0,0.0,90,Mist,mist,3893,2018,4,3,9,1
,292.54,0.0,0.0,1,Clear,sky is clear,4825,2015,9,19,17,5
,296.77,0.0,0.0,40,Clouds,scattered clouds,4515,2017,6,12,11,0
,269.55,0.0,0.0,90,Mist,mist,1606,2016,2,6,7,5
,275.22,0.0,0.0,90,Rain,light rain,887,2016,3,17,4,3
,295.18,0.0,0.0,0,Clear,Sky is Clear,3055,2014,7,9,21,2
,284.27,0.25,0.0,68,Rain,light rain,372,2013,6,7,3,4
,296.09,0.0,0.0,1,Clear,sky is clear,5225,2018,6,22,12,4
,273.92,0.0,0.0,16,Clouds,few clouds,1070,2012,11,29,23,3
,289.95,0.0,0.0,1,Fog,fog,6306,2018,7,23,7,0
,268.68,0.0,0.0,90,Mist,mist,618,2018,4,14,20,5
,290.28,0.0,0.0,90,Rain,proximity shower rain,1759,2017,10,21,7,5
,271.95,0.0,0.0,90,Snow,light snow,375,2017,3,1,3,2
,266.29,0.0,0.0,1,Clear,sky is clear,6595,2014,4,15,7,1
,281.6,0.0,0.0,20,Clouds,few clouds,3794,2014,3,30,11,6
,271.88,0.0,0.0,90,Clouds,overcast clouds,1584,2017,11,11,6,5
,294.07,0.0,0.0,90,Thunderstorm,thunderstorm,4175,2016,6,30,11,3
,277.21,0.0,0.0,5,Clear,sky is clear,5367,2016,2,26,18,4
,289.01,0.0,0.0,40,Clouds,scattered clouds,4948,2017,9,27,13,2
,295.12,0.0,0.0,1,Clear,sky is clear,4523,2015,7,8,18,2
,291.75,0.0,0.0,90,Drizzle,drizzle,5339,2018,7,20,8,4
,271.89,0.0,0.0,90,Mist,mist,4304,2017,1,25,13,2
,291.09,0.0,0.0,90,Mist,mist,880,2017,6,12,4,0
,273.0,0.0,0.0,90,Snow,light snow,420,2018,3,11,3,6
,274.89,0.0,0.0,90,Drizzle,light intensity drizzle,964,2012,12,16,7,6
,260.41,0.0,0.0,75,Clouds,broken clouds,5646,2014,2,4,15,1
,262.26,0.0,0.0,40,Mist,mist,2875,2018,3,7,5,2
,278.65,0.0,0.0,1,Clear,sky is clear,1409,2015,10,13,23,1
,289.36,0.0,0.0,1,Clear,sky is clear,380,2018,6,7,3,3
,283.62,0.0,0.0,75,Rain,light rain,5673,2017,3,6,6,0
,269.74,0.0,0.0,90,Snow,heavy snow,4600,2013,2,23,12,5
,288.21,0.0,0.0,20,Clouds,few clouds,5959,2016,4,29,17,4
,284.0,0.0,0.0,90,Rain,light rain,5525,2015,10,23,6,4
,300.48,0.0,0.0,0,Clear,Sky is Clear,4229,2016,8,14,15,6
,273.02,0.0,0.0,90,Mist,mist,815,2016,1,8,4,4
,292.4,0.25,0.0,90,Rain,light rain,1290,2015,7,16,23,3
,271.71,0.0,0.0,90,Clouds,overcast clouds,748,2013,3,1,4,4
,279.93,0.0,0.0,75,Clouds,broken clouds,4837,2018,3,3,17,5
,277.48,0.0,0.0,40,Clouds,scattered clouds,6621,2017,10,19,7,3
,296.53,0.0,0.0,75,Clouds,broken clouds,6264,2018,6,6,15,2
,289.58,0.0,0.0,40,Clouds,scattered clouds,5982,2017,9,29,14,4
,296.494,0.0,0.0,68,Clouds,broken clouds,3435,2016,7,16,19,5
,299.35,0.0,0.0,40,Clouds,scattered clouds,4875,2018,7,22,16,6
,261.92,0.0,0.0,90,Clouds,overcast clouds,1537,2014,2,11,22,1
,264.32,0.0,0.0,64,Clouds,broken clouds,5347,2013,12,20,12,4
,289.68,0.0,0.0,76,Clouds,broken clouds,4787,2016,9,25,15,6
,276.43,0.0,0.0,75,Clouds,broken clouds,2003,2013,4,17,22,2
